Project ID,Project Name,Project Start Date,Project Completion Date,Extended Affordability Only,Prevailing Wage Status,Planned Tax Benefit,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,Senior Units
51778,PARK HOUSE,2014-12-31T00:00:00.000,2018-08-31T00:00:00.000,No,Non Prevailing Wage,420c,20,30,197,0,0,1,248,0,248,248,0
52661,3160 Park Avenue (Mixed Income),2014-12-31T00:00:00.000,2016-12-15T00:00:00.000,No,Non Prevailing Wage,Article XI,0,0,57,0,0,0,57,0,57,152,0
53245,3160 Park Avenue (Low Income),2014-12-31T00:00:00.000,2016-12-15T00:00:00.000,No,Non Prevailing Wage,Article XI,0,19,75,0,0,1,95,0,95,152,0
49283,THE HUB,2014-12-30T00:00:00.000,2017-11-15T00:00:00.000,No,Non Prevailing Wage,421a,0,0,150,0,0,0,150,0,150,750,0
50257,920 Prospect Avenue,2014-12-30T00:00:00.000,2014-12-30T00:00:00.000,Yes,Non Prevailing Wage,420c,0,0,69,0,0,0,69,0,69,69,0
53277,NAVY YARD HDFC INC. (8A),2014-12-30T00:00:00.000,2019-06-07T00:00:00.000,No,Non Prevailing Wage,,0,0,159,0,0,0,0,159,159,159,0
53553,Pio Mendez / VIP,2014-12-30T00:00:00.000,2014-12-30T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,182,0,0,0,0,182,0,182,182,182
54650,CONFIDENTIAL,2014-12-30T00:00:00.000,2014-12-30T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
52320,1515 BEDFORD AVENUE,2014-12-29T00:00:00.000,2019-09-10T00:00:00.000,No,Non Prevailing Wage,421a,0,0,29,0,0,0,29,0,29,142,0
52723,Prospect Plaza - Site 2,2014-12-29T00:00:00.000,2017-01-18T00:00:00.000,No,Prevailing Wage,420c,62,10,76,0,0,1,149,0,149,149,0
58254,CONFIDENTIAL,2014-12-26T00:00:00.000,2014-12-26T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
48646,SKA MARIN. 1918 FIRST AVE. DRAPER HALL,2014-12-24T00:00:00.000,2017-11-28T00:00:00.000,No,Prevailing Wage,420c,202,0,0,0,0,1,203,0,203,203,202
58492,333 Lenox Rd (20136053),2014-12-24T00:00:00.000,,No,Non Prevailing Wage,420c,8,12,37,0,0,1,58,0,58,58,57
49938,Greenpoint Landing E3,2014-12-23T00:00:00.000,2017-05-09T00:00:00.000,No,Non Prevailing Wage,Article XI,0,10,67,0,20,1,98,0,98,98,0
51179,"QUINCY SENIOR RESIDENCES, L.P.",2014-12-23T00:00:00.000,,No,Non Prevailing Wage,,5,67,21,0,0,1,94,0,94,94,93
54637,CONFIDENTIAL,2014-12-23T00:00:00.000,2014-12-23T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
55428,NYCHA Section 8,2014-12-23T00:00:00.000,2016-12-22T00:00:00.000,No,Non Prevailing Wage,420c,0,0,873,0,0,1,874,0,874,874,0
58250,CONFIDENTIAL,2014-12-23T00:00:00.000,2014-12-23T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
50810,ALBERTA ALSTON HOUSE,2014-12-22T00:00:00.000,,Yes,Non Prevailing Wage,Article XI,0,151,0,0,0,0,151,0,151,151,151
51103,601 WEST 59TH STREET (1 WEST END AVENUE),2014-12-22T00:00:00.000,2017-12-14T00:00:00.000,No,Non Prevailing Wage,421a,0,0,116,0,0,0,116,0,116,116,0
51278,ARCHER AVENUE,2014-12-22T00:00:00.000,2018-03-06T00:00:00.000,No,Non Prevailing Wage,420c,0,18,70,0,0,1,89,0,89,89,0
54636,CONFIDENTIAL,2014-12-22T00:00:00.000,2014-12-22T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
54677,CONFIDENTIAL,2014-12-22T00:00:00.000,2014-12-22T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
48731,TBX909-Erickson,2014-12-19T00:00:00.000,2018-01-23T00:00:00.000,No,Non Prevailing Wage,Article XI,0,0,98,0,0,2,100,0,100,100,0
52610,Crossroads Plaza I,2014-12-19T00:00:00.000,2018-08-16T00:00:00.000,No,Non Prevailing Wage,421a,0,0,123,40,0,0,163,0,163,163,0
49711,490 Myrtle Ave.,2014-12-18T00:00:00.000,2016-08-09T00:00:00.000,No,Non Prevailing Wage,421a,0,0,19,0,0,0,19,0,19,93,0
50184,STRIVERS PLAZA II,2014-12-18T00:00:00.000,2017-07-13T00:00:00.000,No,Non Prevailing Wage,,0,17,98,1,0,1,117,0,117,117,0
51363,Manhattan West (371 Ninth Avenue),2014-12-18T00:00:00.000,2018-05-30T00:00:00.000,No,Non Prevailing Wage,421a,0,0,169,0,0,0,169,0,169,844,0
51779,9306 Shore Front Parkway,2014-12-18T00:00:00.000,2017-03-23T00:00:00.000,No,Non Prevailing Wage,421a,0,13,0,50,0,1,64,0,64,64,0
52666,STRIVERS PLAZA,2014-12-18T00:00:00.000,2017-04-19T00:00:00.000,No,Non Prevailing Wage,421a,0,11,0,0,42,1,54,0,54,54,0
52667,Summit Ridge,2014-12-18T00:00:00.000,2017-03-31T00:00:00.000,No,Non Prevailing Wage,421a,0,12,45,0,0,1,58,0,58,58,0
52721,Morrisania Portfolio,2014-12-18T00:00:00.000,2015-12-17T00:00:00.000,No,Non Prevailing Wage,Article XI,545,72,39,9,0,11,668,8,676,676,0
54353,CONFIDENTIAL,2014-12-18T00:00:00.000,2015-04-01T00:00:00.000,No,Non Prevailing Wage,,0,2,0,0,0,0,0,2,2,2,1
55396,North Shore Plaza_ML,2014-12-18T00:00:00.000,2016-12-17T00:00:00.000,No,Non Prevailing Wage,Article II,429,0,107,0,0,0,536,0,536,536,0
58511,Canaan House (20140287),2014-12-18T00:00:00.000,,No,Non Prevailing Wage,Article II,0,3,142,0,0,1,146,0,146,146,0
65132,1238 DECATUR STREET,2014-12-17T00:00:00.000,2017-10-04T00:00:00.000,No,Non Prevailing Wage,421a,0,0,3,0,0,0,3,0,3,15,0
54648,CONFIDENTIAL,2014-12-16T00:00:00.000,2014-12-16T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58513,Marcus Garvey Apartments (20140295),2014-12-16T00:00:00.000,2016-12-21T00:00:00.000,No,Non Prevailing Wage,Article II,0,0,623,0,0,2,625,0,625,625,0
58249,CONFIDENTIAL,2014-12-15T00:00:00.000,2014-12-15T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
54651,CONFIDENTIAL,2014-12-14T00:00:00.000,2014-12-14T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
50871,181 Front Street,2014-12-12T00:00:00.000,2019-04-09T00:00:00.000,No,Non Prevailing Wage,421a,0,0,21,0,0,0,21,0,21,105,0
51918,225 E 39th Street (fka 222 East 40th Street),2014-12-12T00:00:00.000,2017-08-29T00:00:00.000,No,Non Prevailing Wage,421a,0,0,75,0,0,0,75,0,75,372,0
54642,CONFIDENTIAL,2014-12-12T00:00:00.000,2014-12-12T00:00:00.000,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0
55437,Atlantic Yards B14 (Pacific Park),2014-12-12T00:00:00.000,2019-06-18T00:00:00.000,No,Non Prevailing Wage,421a,0,15,75,26,181,1,298,0,298,298,0
52272,CARROLL GARDENS- PHASE 2 (363 BOND STREET),2014-12-11T00:00:00.000,2017-11-09T00:00:00.000,No,Non Prevailing Wage,421a,0,0,54,0,0,0,54,0,54,270,0
50702,223 North 8th Street,2014-12-10T00:00:00.000,2016-10-14T00:00:00.000,No,Non Prevailing Wage,421a,0,0,19,0,0,0,19,0,19,94,0
54635,CONFIDENTIAL,2014-12-10T00:00:00.000,2014-12-10T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
54647,CONFIDENTIAL,2014-12-10T00:00:00.000,2014-12-28T00:00:00.000,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0
54638,CONFIDENTIAL,2014-12-09T00:00:00.000,2014-12-09T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
54644,CONFIDENTIAL,2014-12-09T00:00:00.000,2014-12-09T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58510,Maria Isabel Apartments (20140296),2014-12-09T00:00:00.000,2017-02-10T00:00:00.000,No,Non Prevailing Wage,420c,0,0,98,0,0,1,99,0,99,99,98
54640,CONFIDENTIAL,2014-12-08T00:00:00.000,2014-12-08T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
54679,CONFIDENTIAL,2014-12-08T00:00:00.000,2014-12-08T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
54566,CONFIDENTIAL,2014-12-05T00:00:00.000,2014-12-05T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
50467,210 East 39th Street,2014-12-04T00:00:00.000,2017-11-14T00:00:00.000,No,Non Prevailing Wage,421a,0,0,11,0,0,0,11,0,11,55,0
52733,HCCI 2,2014-12-04T00:00:00.000,,No,Non Prevailing Wage,Article XI,0,0,220,171,0,8,399,0,399,399,0
54565,CONFIDENTIAL,2014-12-04T00:00:00.000,2014-12-04T00:00:00.000,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0
54646,CONFIDENTIAL,2014-12-04T00:00:00.000,2014-12-04T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58248,CONFIDENTIAL,2014-12-04T00:00:00.000,2014-12-04T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58290,CONFIDENTIAL,2014-12-03T00:00:00.000,2014-12-03T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58508,BAM South Apartments (20140284),2014-12-03T00:00:00.000,2018-01-25T00:00:00.000,No,Non Prevailing Wage,421a,0,0,76,0,0,1,77,0,77,378,0
54643,CONFIDENTIAL,2014-12-02T00:00:00.000,2014-12-02T00:00:00.000,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
65100,25 WOODBINE LLC,2014-12-02T00:00:00.000,2017-01-25T00:00:00.000,No,Non Prevailing Wage,421a,0,0,2,0,0,0,2,0,2,8,0
53603,CONFIDENTIAL,2014-11-26T00:00:00.000,2014-12-22T00:00:00.000,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,1
54391,CONFIDENTIAL,2014-11-26T00:00:00.000,2014-11-26T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
44265,CULVER EL PHASE I,2014-11-25T00:00:00.000,2019-05-06T00:00:00.000,No,Non Prevailing Wage,UDAAP,0,0,0,36,0,0,0,36,36,36,0
52318,33 Bond Street,2014-11-25T00:00:00.000,2018-03-07T00:00:00.000,No,Non Prevailing Wage,421a,0,0,143,0,0,0,143,0,143,714,0
54411,CONFIDENTIAL,2014-11-25T00:00:00.000,2014-11-25T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
54535,CONFIDENTIAL,2014-11-25T00:00:00.000,2014-11-25T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
54554,CONFIDENTIAL,2014-11-25T00:00:00.000,2014-11-25T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
54555,CONFIDENTIAL,2014-11-25T00:00:00.000,2014-11-25T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
55467,Sam Burt Houses,2014-11-25T00:00:00.000,2016-10-25T00:00:00.000,No,Non Prevailing Wage,Article II,0,0,80,0,66,1,0,147,147,147,0
68431,MARIEN-HEIM TOWER SENIOR APARTMENTS (20140280),2014-11-25T00:00:00.000,2017-05-03T00:00:00.000,No,Non Prevailing Wage,Article II,0,0,181,0,0,1,182,0,182,182,181
51297,774 Grand Street,2014-11-24T00:00:00.000,2018-07-10T00:00:00.000,No,Non Prevailing Wage,421a,0,0,13,0,0,0,13,0,13,64,0
52075,PHIPPS PLAZA SOUTH/KB 25,2014-11-24T00:00:00.000,2017-03-30T00:00:00.000,No,Non Prevailing Wage,Article XI,0,0,22,0,0,0,22,0,22,56,0
53558,Phipps Plaza South/KB25 Article XI,2014-11-24T00:00:00.000,2017-02-13T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,0,0,11,22,1,34,0,34,56,0
54559,CONFIDENTIAL,2014-11-24T00:00:00.000,2014-11-24T00:00:00.000,No,Non Prevailing Wage,,0,0,3,0,0,0,0,3,3,3,0
58193,CONFIDENTIAL,2014-11-24T00:00:00.000,2014-11-24T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58289,CONFIDENTIAL,2014-11-24T00:00:00.000,2014-11-24T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
54556,CONFIDENTIAL,2014-11-21T00:00:00.000,2014-11-21T00:00:00.000,No,Non Prevailing Wage,,2,0,0,0,0,0,0,2,2,2,0
54410,CONFIDENTIAL,2014-11-20T00:00:00.000,2014-11-20T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
54409,CONFIDENTIAL,2014-11-19T00:00:00.000,2014-11-19T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
65138,53 WEST 126TH STREET,2014-11-19T00:00:00.000,2017-11-06T00:00:00.000,No,Non Prevailing Wage,421a,0,0,2,0,0,0,2,0,2,8,0
53694,CONFIDENTIAL,2014-11-14T00:00:00.000,2014-11-14T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
54403,CONFIDENTIAL,2014-11-14T00:00:00.000,2014-11-14T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
54408,CONFIDENTIAL,2014-11-14T00:00:00.000,2014-11-14T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
50356,Gabriel House LP,2014-11-13T00:00:00.000,2014-11-13T00:00:00.000,Yes,Non Prevailing Wage,420c,29,1,0,0,0,0,30,0,30,30,0
54397,CONFIDENTIAL,2014-11-13T00:00:00.000,2014-11-13T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
54553,CONFIDENTIAL,2014-11-13T00:00:00.000,2014-11-13T00:00:00.000,No,Non Prevailing Wage,,1,0,0,0,0,0,0,1,1,1,0
68430,STUYPARK APARTMENTS (20140270),2014-11-13T00:00:00.000,2016-12-14T00:00:00.000,No,Non Prevailing Wage,Article II,0,0,102,0,0,1,103,0,103,103,102
54392,CONFIDENTIAL,2014-11-12T00:00:00.000,2014-11-12T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
54395,CONFIDENTIAL,2014-11-12T00:00:00.000,2014-11-12T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
54536,CONFIDENTIAL,2014-11-10T00:00:00.000,2014-11-10T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58191,CONFIDENTIAL,2014-11-10T00:00:00.000,2014-11-10T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
50372,San Miguel Residence aka Ryer Associates,2014-11-07T00:00:00.000,2014-11-07T00:00:00.000,Yes,Non Prevailing Wage,420c,0,0,69,0,0,1,70,0,70,70,0
53467,CONFIDENTIAL,2014-11-07T00:00:00.000,2015-02-17T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,1
58189,CONFIDENTIAL,2014-11-06T00:00:00.000,2014-11-06T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
54537,CONFIDENTIAL,2014-11-03T00:00:00.000,2014-11-03T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
53529,CONFIDENTIAL,2014-11-01T00:00:00.000,2014-11-01T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
53542,CONFIDENTIAL,2014-11-01T00:00:00.000,2014-11-01T00:00:00.000,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0
53614,CONFIDENTIAL,2014-10-31T00:00:00.000,2014-10-31T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
53664,CONFIDENTIAL,2014-10-31T00:00:00.000,2014-10-31T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
50405,CROTONA PARK NORTH,2014-10-30T00:00:00.000,2014-10-30T00:00:00.000,Yes,Non Prevailing Wage,420c,0,0,66,0,0,1,67,0,67,67,0
50417,Gateway 1,2014-10-30T00:00:00.000,2014-10-30T00:00:00.000,Yes,Non Prevailing Wage,Article XI,38,15,5,0,0,1,58,1,59,59,0
50418,Audubon,2014-10-30T00:00:00.000,2014-10-30T00:00:00.000,Yes,Non Prevailing Wage,Article XI,67,15,5,0,0,1,88,0,88,88,0
52241,606 WEST 57TH STREET,2014-10-30T00:00:00.000,2018-12-03T00:00:00.000,No,Non Prevailing Wage,421a,0,103,103,52,0,0,258,0,258,1028,0
53615,CONFIDENTIAL,2014-10-30T00:00:00.000,2014-10-30T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58188,CONFIDENTIAL,2014-10-30T00:00:00.000,2014-10-30T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58227,CONFIDENTIAL,2014-10-30T00:00:00.000,2014-10-30T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58491,Locust Manor Family II (20136069),2014-10-30T00:00:00.000,2016-12-20T00:00:00.000,No,Non Prevailing Wage,421a,8,3,42,0,0,1,54,0,54,54,0
50419,Site A/Washington Heights,2014-10-29T00:00:00.000,2014-10-29T00:00:00.000,Yes,Non Prevailing Wage,Article XI,88,15,6,0,0,1,110,0,110,110,0
50421,MSHOUSES,2014-10-29T00:00:00.000,2014-10-29T00:00:00.000,Yes,Non Prevailing Wage,Article XI,97,26,7,0,0,1,131,0,131,131,0
58180,CONFIDENTIAL,2014-10-29T00:00:00.000,2014-10-29T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
55413,334 Beach 54th Street,2014-10-28T00:00:00.000,2016-04-25T00:00:00.000,No,Non Prevailing Wage,420c,0,0,31,0,0,1,32,0,32,32,0
58179,CONFIDENTIAL,2014-10-28T00:00:00.000,2014-10-28T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
53414,CONFIDENTIAL,2014-10-27T00:00:00.000,2014-12-01T00:00:00.000,No,Non Prevailing Wage,,0,2,0,0,0,0,0,2,2,2,1
53663,CONFIDENTIAL,2014-10-24T00:00:00.000,2014-10-24T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
65068,338 AND 340 ELDERT STREET,2014-10-24T00:00:00.000,2018-05-08T00:00:00.000,No,Non Prevailing Wage,421a,0,0,4,0,0,0,4,0,4,8,0
65107,2985 AND 2987 WEBSTER AVE,2014-10-24T00:00:00.000,2018-03-06T00:00:00.000,No,Non Prevailing Wage,421a,0,0,18,0,0,0,18,0,18,88,0
53616,CONFIDENTIAL,2014-10-23T00:00:00.000,2014-10-23T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
53661,CONFIDENTIAL,2014-10-22T00:00:00.000,2014-10-22T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
53611,CONFIDENTIAL,2014-10-21T00:00:00.000,2014-10-21T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58200,CONFIDENTIAL,2014-10-21T00:00:00.000,2014-10-21T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
53251,CONFIDENTIAL,2014-10-20T00:00:00.000,2015-01-01T00:00:00.000,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0
53609,CONFIDENTIAL,2014-10-20T00:00:00.000,2014-10-20T00:00:00.000,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
53618,CONFIDENTIAL,2014-10-17T00:00:00.000,2014-10-17T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
53624,CONFIDENTIAL,2014-10-16T00:00:00.000,2014-10-16T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
53666,CONFIDENTIAL,2014-10-16T00:00:00.000,2014-10-16T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58506,625 West 57th Street Apartments (20140275),2014-10-16T00:00:00.000,2017-10-01T00:00:00.000,No,Non Prevailing Wage,421a,0,142,0,0,0,1,143,0,143,709,0
65108,2999 WEBSTER AVE,2014-10-15T00:00:00.000,2017-08-03T00:00:00.000,No,Non Prevailing Wage,421a,0,0,7,0,0,0,7,0,7,34,0
53612,CONFIDENTIAL,2014-10-14T00:00:00.000,2014-10-14T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
53212,CONFIDENTIAL,2014-10-09T00:00:00.000,2015-01-30T00:00:00.000,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0
58198,CONFIDENTIAL,2014-10-09T00:00:00.000,2014-10-09T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
51585,217-221 W. 29th Street,2014-10-08T00:00:00.000,2018-02-27T00:00:00.000,No,Non Prevailing Wage,421a,0,0,19,0,0,0,19,0,19,95,0
53610,CONFIDENTIAL,2014-10-07T00:00:00.000,2014-10-07T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
53623,CONFIDENTIAL,2014-10-07T00:00:00.000,2014-10-07T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
53665,CONFIDENTIAL,2014-10-06T00:00:00.000,2014-10-06T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
53211,CONFIDENTIAL,2014-10-03T00:00:00.000,2015-04-01T00:00:00.000,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0
50104,Crotona Terrace I aka 1825 Boston Road,2014-10-02T00:00:00.000,2016-10-28T00:00:00.000,No,Non Prevailing Wage,421a,0,0,79,0,0,1,80,0,80,80,0
58197,CONFIDENTIAL,2014-10-02T00:00:00.000,2014-10-02T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
53572,CONFIDENTIAL,2014-09-30T00:00:00.000,2014-09-30T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
53588,CONFIDENTIAL,2014-09-30T00:00:00.000,2014-09-30T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
53590,CONFIDENTIAL,2014-09-30T00:00:00.000,2014-09-30T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58196,CONFIDENTIAL,2014-09-30T00:00:00.000,2014-09-30T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
53064,CONFIDENTIAL,2014-09-29T00:00:00.000,2014-12-01T00:00:00.000,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,1
53579,CONFIDENTIAL,2014-09-25T00:00:00.000,2014-09-25T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58195,CONFIDENTIAL,2014-09-25T00:00:00.000,2014-09-25T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58194,CONFIDENTIAL,2014-09-24T00:00:00.000,2014-09-24T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
53194,CONFIDENTIAL,2014-09-23T00:00:00.000,2014-09-23T00:00:00.000,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0
55511,Arverne/Nordak,2014-09-23T00:00:00.000,2019-06-28T00:00:00.000,No,Non Prevailing Wage,Article II,0,0,0,0,343,0,0,343,343,343,0
48638,LANTERN. 330-332 WEST 51ST ST. STARDOM HALL,2014-09-19T00:00:00.000,2017-12-11T00:00:00.000,No,Non Prevailing Wage,420c,39,0,70,0,0,0,109,0,109,109,0
53569,CONFIDENTIAL,2014-09-19T00:00:00.000,2014-09-19T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58192,CONFIDENTIAL,2014-09-19T00:00:00.000,2014-09-19T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
53578,CONFIDENTIAL,2014-09-17T00:00:00.000,2014-09-17T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58177,CONFIDENTIAL,2014-09-17T00:00:00.000,2014-09-17T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
50187,11 Jackson Street,2014-09-16T00:00:00.000,2017-03-09T00:00:00.000,No,Non Prevailing Wage,421a,0,0,10,0,0,0,10,0,10,44,0
53604,CONFIDENTIAL,2014-09-16T00:00:00.000,2014-09-16T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
53586,CONFIDENTIAL,2014-09-12T00:00:00.000,2014-09-12T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
53587,CONFIDENTIAL,2014-09-12T00:00:00.000,2014-09-12T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
53602,CONFIDENTIAL,2014-09-12T00:00:00.000,2014-09-12T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58199,CONFIDENTIAL,2014-09-12T00:00:00.000,2014-09-12T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58218,CONFIDENTIAL,2014-09-11T00:00:00.000,2014-09-11T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
58247,CONFIDENTIAL,2014-09-11T00:00:00.000,2014-09-11T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
50404,Vannguard,2014-09-10T00:00:00.000,2014-09-10T00:00:00.000,Yes,Non Prevailing Wage,420c,0,0,123,0,0,3,126,0,126,126,0
53583,CONFIDENTIAL,2014-09-10T00:00:00.000,2014-09-10T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
49959,L&M HCCI 260 W 153RD STREET,2014-09-09T00:00:00.000,2016-06-22T00:00:00.000,No,Non Prevailing Wage,420c,8,42,0,0,0,1,51,0,51,51,0
53564,CONFIDENTIAL,2014-09-09T00:00:00.000,2014-09-09T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58246,CONFIDENTIAL,2014-09-09T00:00:00.000,2014-09-09T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,1,0,0,1,1,1,0
52138,CONFIDENTIAL,2014-09-05T00:00:00.000,2014-12-08T00:00:00.000,No,Non Prevailing Wage,,0,0,0,3,0,0,0,3,3,3,1
