,decade,compound,GPE,Unnamed: 0,Artist,Song Name,release date,Line,Line Before,Line After,pos,neg,neu,year
4246,1990.0,-0.7506,Brooklyn,4246,Ol' Dirty Bastard,Caked Up,1995-03-28,"Yo, this Dirt McGirt representin' Brooklyn","Know what I\'m saying?Embed', ""Caked Up Lyrics[Intro: Ol' Dirty Bastard (Baby Sham)]","We gettin' ready to wreck shit up, downtown, uptown",0.0,0.39,0.61,1995.0
3011,1990.0,-0.7506,Brooklyn,3011,Mos Def,Bright As The Stars,1998-05-05,It's what them Brooklyn niggas stay on foul wit',"The top of the dial shit, that you don't know my style shit",No matter what the scene is surroundin,0.095,0.379,0.526,1998.0
747,1990.0,-0.7579,New York,747,Mobb Deep,Bloodsport,1993-04-13,"It's 32,000 troops in New York harbor",Die on the battlefield to rise up and take power,"We outgunned, outmanned, and outnumbered",0.0,0.448,0.552,1993.0
1524,1990.0,-0.7579,Jersey,1524,Naughty by Nature,Chain Remains,1993-02-23,"Yo this is Big J comin straight outta Compton. I\'m locked up Fort Dix, New Jersey, Number 0-7-3-9-3-0-6-7. I\'ll be checkin\' y\'all out in 1997, playa","Prisoner 15430-050 representin\' Jersey. All y\'all niggas better back the fuck up, let\'s get busy",,0.124,0.403,0.472,1993.0
275,1990.0,-0.7579,Jersey,275,Redman,Da Bullshit,1998-12-08,"Brick City, Jersey, I got the weed homie...","Na, na chill out who got the weed in this motherfucker yo?","Na, na, na chill, chill, chill, na, na chill nigga, where the weed at?",0.0,0.333,0.667,1998.0
653,1990.0,-0.7688,Bronx,653,De La Soul,Clear Lake Auditorium,1993-09-21,"It\'s the Kings of Kingsly, from Bronx to Hollywood",No more losses and no toy mosses,"I\'m Whipper Whip, I but the G in ""good""",0.0,0.657,0.343,1993.0
2555,1990.0,-0.7712,America,2555,Professor Griff,The Verdict,1990-01-01,I say America should go to a rap show and let me uh,"The number one deceivers, liars, kidnappers, thieves on the Earth!",(Rap a little bit right here),0.085,0.457,0.458,1990.0
908,1990.0,-0.7717,Brooklyn,908,Foxy Brown,Massacre,1999-01-26,Haters runnin’ round Brooklyn in them dusty Rovers,"Y’all niggas ain’t killers, y'all some dusty doges",All them niggas buy Chanel loafers and a bitch chinchillas,0.0,0.528,0.472,1999.0
746,1990.0,-0.7783,New York,746,Mobb Deep,Bloodsport,1993-04-13,"Fuck the talkin', we straight up New Yorkin'","Now you rock a vest, scared to death while you walkin'","We blowin' niggas, heart attack strokin' niggas",0.0,0.459,0.541,1993.0
668,1990.0,-0.7937,Queens,668,De La Soul,Ghetto Thang (Ghetto Ximer instrumental),1993-09-21,"Queens, I rep' it to the fully, you'd think I own the Mets","To all you fake jiggy niggas, still not impressed",,0.0,0.573,0.427,1993.0
1845,1990.0,-0.8316,Bronx,1845,KRS-One,5 Boroughs,1997-05-20,"Yo Kris, set it for The Bronx..",5 Boroughs of death we rep to death,,0.0,0.609,0.391,1997.0
2373,1990.0,-0.8352,Brooklyn,2373,Big Daddy Kane,Dance With the Devil,1993-05-25,"Even in Brooklyn, lives are bein\' tooken","But no more for sure, lookin\' at a L.A. gun war",The Bronx is dyin\' while the rocks is steady cookin\',0.163,0.546,0.291,1993.0
4300,1990.0,-0.8519,America,4300,Ol' Dirty Bastard,Nigga Please,1996-11-30,In this American dream to get some cream,Seen a nigga get mills and his bitch get him killed,"You're owning a Beam, and your face in magazines",0.0,0.509,0.491,1996.0
4303,1990.0,-0.8519,America,4303,Ol' Dirty Bastard,Nigga Please,1996-11-30,In this American dream to get some cream,Seen a nigga get mills and his bitch get him killed,"You're owning a Beam, and your face in magazinеs",0.0,0.509,0.491,1996.0
249,1990.0,-0.8705,America,249,Redman,Blow Your Mind,1998-12-08,"Sometimes I wonder, will there ever be quality for a black man in America","It\'s VERY scary and terrifying, believe me","I doubt itEmbed', 'Bobyahed2dis Lyrics[Intro: Redman & Jeff Stewart]",0.0,0.639,0.361,1998.0
4315,1990.0,-0.8934,Brooklyn,4315,Ol' Dirty Bastard,Proteck Ya Neck II The Zoo,1999-09-14,"Money maker, Brooklyn, challenger","Ol Dirty Bastard, MC killer",That I lay down like towel,0.0,0.843,0.157,1999.0
4335,1990.0,-0.8934,Brooklyn,4335,Ol' Dirty Bastard,Protect Ya Neck II the Zoo,1995-03-28,"Money maker, Brooklyn, Shaolin style","Ol Dirty Bastard, MC killer","That I lay down like tile, then I get higher",0.0,0.843,0.157,1995.0
4325,1990.0,-0.8934,Brooklyn,4325,Ol' Dirty Bastard,Proteck Ya Neck II the Zoo (2020 Remaster),1999-09-14,"Money maker, Brooklyn, Shaolin style","Ol' Dirty Bastard, MC killer","That I lay down like tile, then I get higher",0.0,0.843,0.157,1999.0
2452,1990.0,-0.8953,America,2452,Wu-Tang Clan,Never Let Go,1997-06-03,"I am happy to join with you today in what will go down in history as the greatest demonstration for freedom in the history of our nation. Five score years ago, a great American in whose symbolic shadow we stand today","Tu Tin-To. So you're the tigers of Tinan, bastard, you're gonna pay for this, you'll die here. I'll use the tiger strike to kill you all. I'll show you the three different strokes. Forest Tiger! Win Tiger, Winmau Tiger!28Embed"", ""Never Let Go Lyrics[Sample: Martin Luther King]",,0.064,0.262,0.674,1997.0
907,1990.0,-0.975,Brooklyn,907,Foxy Brown,Massacre,1999-01-26,"It be the Brooklyn, Brooklyn, Brooklyn, the uh, uh, that massacre shit","It be the murder, murder, murder, the uh, uh, the murdering shit",,0.0,0.759,0.241,1999.0
967,1980.0,0.831,Jamaica,967,Public Enemy,By the Time I Get to Arizona,1988-06-28,"Lookin' for culture I got, but not here from Jamaica","So I pray, I pray every day, I do and praise Jah the maker","Pushin' and shakin' the structure, bringin' down the Babylon",0.523,0.0,0.477,1988.0
968,1980.0,0.831,Jamaica,968,Public Enemy,By the Time I Get to Arizona,1988-06-28,Lookin\' for culture I got but not here from Jamaica,So I pray I pray everyday I do and praise Jah the maker,Pushin\' and shakin\' the structure bringin\' down the Babylon,0.557,0.0,0.443,1988.0
421,1980.0,0.802,America,421,Kurtis Blow,America,1980-09-29,"Don’t you love America, land of democracy?","Don’t you love America, my favorite country?",,0.59,0.0,0.41,1980.0
423,1980.0,0.802,America,423,Kurtis Blow,America,1980-09-29,"Don’t you love America, land of democracy?","Don’t you love America, my favorite country?",,0.59,0.0,0.41,1980.0
425,1980.0,0.802,America,425,Kurtis Blow,America,1980-09-29,"Don’t you love America, Russia land of democracy? Africa","Don’t you love America, my favorite country? Germany",War,0.545,0.0,0.455,1980.0
2408,1980.0,0.7684,Brooklyn,2408,Big Daddy Kane,The Beef is On,1988-06-28,So I took a little trip to Brooklyn,But when I get riddude - awesome dude,Bedstuy Do-Or-Die is where I was lookin',0.531,0.0,0.469,1988.0
449,1980.0,0.7096,New York City,449,Kurtis Blow,The Bronx,1981-01-01,In the boogie-down Bronx town in New York City,Our parties are def and the girlies are pretty,Like the sun will shine in the summertime,0.457,0.0,0.543,1981.0
447,1980.0,0.7096,New York,447,Kurtis Blow,The Bronx,1981-01-01,In the boogie-down Bronx town in New York City,Our parties are def and the girlies are pretty,Like the sun will shine in the summertime,0.457,0.0,0.543,1981.0
448,1980.0,0.7096,Bronx,448,Kurtis Blow,The Bronx,1981-01-01,In the boogie-down Bronx town in New York City,Our parties are def and the girlies are pretty,Like the sun will shine in the summertime,0.457,0.0,0.543,1981.0
444,1980.0,0.6249,New York,444,Kurtis Blow,Starlife,1981-01-01,Got a townhouse back in old New York,With a great big swimming pool,Where he used to go to school,0.506,0.0,0.494,1981.0
1602,1980.0,0.5859,Jersey,1602,Queen Latifah,Superstar,1989-11-07,"Take a trip to Jersey, \'cause that\'s where I\'m at",If you\'re cool like that,[Chorus],0.615,0.0,0.385,1989.0
432,1980.0,0.5423,America,432,Kurtis Blow,America,1980-09-29,"AmericaEmbed"", ""Baby, You’ve Got to Go LyricsI know your last man did you wrong",Peace,And I know you and your mama don't quite get along,1.0,0.0,0.0,1980.0
2358,1980.0,0.4588,Brooklyn,2358,Big Daddy Kane,Bed Stuy Represent,1989-09-19,"Brooklyn style, laid out like this",Welcome to the funkiest,,0.5,0.0,0.5,1989.0
2359,1980.0,0.4404,Brooklyn,2359,Big Daddy Kane,Bed Stuy Represent,1989-09-19,"Where I come from, and that's the place of Brooklyn","I kicks the flavor good, to represent the neighborhood",Where the grimies are born and bred,0.293,0.0,0.707,1989.0
427,1980.0,0.3612,New York City,427,Kurtis Blow,America,1980-09-29,There’s New York City and Kalamazoo,"Baseball, hot dogs and all the cheap thrills","White, black, red, yellow and of course the Jew",0.263,0.0,0.737,1980.0
426,1980.0,0.3612,New York,426,Kurtis Blow,America,1980-09-29,There’s New York City and Kalamazoo,"Baseball, hot dogs and all the cheap thrills","White, black, red, yellow and of course the Jew",0.263,0.0,0.737,1980.0
2366,1980.0,0.3612,Brooklyn,2366,Big Daddy Kane,Change This Game Around,1989-09-19,"Baby you gotta see, the Brooklyn prodigy",In the kingdom I hit it like lottery,[Chorus],0.294,0.0,0.706,1989.0
3281,1980.0,0.3612,Broadway,3281,Beastie Boys,Alright Here This,1989-07-25,And Then I'm Rapping On The Mic To The Broadway Light,I'll Do You Right Like Bobby Knight,"Stomp My Hands, I Clap My Feet And",0.294,0.0,0.706,1989.0
2897,1980.0,0.3612,America,2897,LL Cool J,1 in the Morning,1989-06-09,"My American Express is Black, I\'m at the Summit",My ears stay flooded like your man stay blunted,"The Benjamin Grier of Def Jam, y\'all know",0.238,0.0,0.762,1989.0
437,1980.0,0.34,Harlem,437,Kurtis Blow,Nervous,1984-01-01,"Main Street, Harlem, USA!",The hottest spot to work and play,,0.286,0.0,0.714,1984.0
2351,1980.0,0.3089,America,2351,Big Daddy Kane,3 Forties and a Bottle of Moet,1988-06-28,"For example, there was a black Ms. America","Make the change, cause we're not inferior",Let's start to do for ourself,0.273,0.0,0.727,1988.0
435,1980.0,0.296,New York,435,Kurtis Blow,Nervous,1984-01-01,They're laughin' from New York to the coast,The legal's system's just a joke,They bargain on the plea,0.355,0.0,0.645,1984.0
2354,1980.0,0.2732,New York,2354,Big Daddy Kane,Bed Stuy Represent,1989-09-19,I walked barefoot from New York to Dallas,Well you ain\'t sayin nothin slick to a can of oil,Won for Pimp of the Year at the Caesar\'s Palace,0.189,0.0,0.811,1989.0
2362,1980.0,0.2263,Brooklyn,2362,Big Daddy Kane,Bed Stuy Represent,1989-09-19,"I represent for this Brooklyn joint, baby pah, where we're takin it to","Now, let's get straight down to the point",Makin a few dollars don't mean you gotta forget,0.213,0.0,0.787,1989.0
3185,1980.0,0.0772,America,3185,Kool Moe Dee,Pump Your Fist,1986-01-01,Even though America kill the African,Now you want me to call myself American,"Check it, white man is European",0.157,0.0,0.843,1986.0
415,1980.0,0.0,Queens,415,Kurtis Blow,AJ Meets Davy DMX,1985-01-01,"There's another DJ from Hollis, Queens","And if you wanna see me, then he comes first",He's a disco dream on the mean machine,0.0,0.0,1.0,1985.0
1356,1980.0,0.0,Queens,1356,Run–D.M.C.,Come On Everybody,1988-05-17,"Queens is what I mean, Ma Dukes is cookin COLLARDS","Two-seven and I\'m representin, comin from HOLLIS","Feelin like [?], and matched up sticks",0.0,0.0,1.0,1988.0
1359,1980.0,0.0,Queens,1359,Run–D.M.C.,Faces,1985-02-05,"The true crew and few come from Hollis, Queens",And let a real MC collect dollars,And by all means necessary,0.0,0.0,1.0,1985.0
1360,1980.0,0.0,Queens,1360,Run–D.M.C.,Hit It Run,1989-05-26,"We're funky fresh from Hollis, Queens",In case you wonder what all this means,Run and Kurt both down with me,0.0,0.0,1.0,1989.0
1364,1980.0,0.0,Queens,1364,Run–D.M.C.,Penthouse Ad,1985-02-05,"Run-D.M.C., the Kings of Queens","Now pause!Embed"", ""Penthouse Ad Lyrics[Run-D.M.C.]","And we in this month's Penthouse, Magazine",0.0,0.0,1.0,1985.0
1365,1980.0,0.0,Queens,1365,Run–D.M.C.,Queens Day,1984-03-27,"Queens Day, cash made on Hollis Avenue","I got to pee I got to pee upon a tree..Embed', ""Queens Day Lyrics[Hook]",Make it seem easy,0.0,0.0,1.0,1984.0
1363,1980.0,0.0,Queens,1363,Run–D.M.C.,Lord of Lyrics (Demo),1986-05-15,Kings from Queens from Queens come Kings,[Run-D.M.C.],We\'re Raising Hell like a class when the lunch bell rings,0.0,0.0,1.0,1986.0
1369,1980.0,0.0,Queens,1369,Run–D.M.C.,Queens Day,1984-03-27,But three teens from Queens took over the world and never let go,Some come out they hometown and they never get dealt,Just regular cats you know that just happened to blow,0.0,0.0,1.0,1984.0
1370,1980.0,0.0,Queens,1370,Run–D.M.C.,Queens Day,1984-03-27,"What y'all know about that, I bet the whole Queens do",We used to get our gold fronts from Eddie's gold caps,Around '86 with the chrome bass crew,0.0,0.0,1.0,1984.0
1368,1980.0,0.0,Queens,1368,Run–D.M.C.,Queens Day,1984-03-27,"Let's celebrate, it's Queens Day, this one's for you","Carhart jeans, it makes me think of LL's Troops",[Hook],0.0,0.0,1.0,1984.0
3191,1980.0,0.0,New York,3191,Kool Moe Dee,Rock You,1989-05-30,"Of my bones, I got a jones, I’m the microphone pride of New York","I got a rhythm to ride, I can feel it inside","When I talk, other emcees walk",0.0,0.0,1.0,1989.0
656,1980.0,0.0,New York,656,De La Soul,Come on Down,1989-03-03,Music (c\'mon) New York (c\'mon) Detroit (c\'mon) c\'mon down!,[Flava Flav],Miami (c\'mon) L.A. (c\'mon) Vegas (c\'mon) c\'mon down!,0.0,0.0,1.0,1989.0
2350,1980.0,0.0,New York,2350,Big Daddy Kane,3 Forties and a Bottle of Moet,1988-06-28,I walk through the streets of New York everyday,"I would say his name, but we ain't speakin at the moment",I hang with rappers like Doug E. Fresh and Cool J,0.0,0.0,1.0,1988.0
2356,1980.0,0.0,New York,2356,Big Daddy Kane,Bed Stuy Represent,1989-09-19,Walk from New York to Los Angeles and throw the bones away,You gotta cook me a chicken and a half a day,You gotta be BORN BLIND and cannot see,0.0,0.0,1.0,1989.0
1380,1980.0,0.0,New York,1380,Run–D.M.C.,Unite All Originals (Adidas Commercial),1986-05-15,"New York to Philly got illie, rockin' harder than Harden",Jay was rockin' the wheels and we was rocking the shells,Did the stretch and then left 'em' and went and ripped up The Garden,0.0,0.0,1.0,1986.0
419,1980.0,0.0,New York,419,Kurtis Blow,All I Want in This World (Is to Find That Girl),1984-01-01,From New York to California,Tryin' to find someone,On a journey that's only begun,0.0,0.0,1.0,1984.0
445,1980.0,0.0,New York,445,Kurtis Blow,Still on the Scene,1983-01-01,Me in New York twenty six years ago,You think I am but they know because they had,And my mom said when I was an embryo,0.0,0.0,1.0,1983.0
446,1980.0,0.0,New York,446,Kurtis Blow,Take It to the Bridge,1983-01-01,Take it to New York,Take it to the bridge,Take it to Chicago,0.0,0.0,1.0,1983.0
672,1980.0,0.0,NYC,672,De La Soul,Greyhounds,1989-03-03,"Next stop, NYC",[Hook: Usher],Take your seats please,0.0,0.0,1.0,1989.0
671,1980.0,0.0,NYC,671,De La Soul,Greyhounds,1989-03-03,"Next stop, NYC",[Hook: Usher],Take your seats please,0.0,0.0,1.0,1989.0
442,1980.0,0.0,Manhattan,442,Kurtis Blow,Respect To The King,1986-01-01,'Cause I'm a FRESH KID and I come from Manhattan,"I'll tell you one thing NOW, I'll kick in your chest",Making out with the ladies in the sheets and satin,0.0,0.0,1.0,1986.0
655,1980.0,0.0,Long Island,655,De La Soul,Come on Down,1989-03-03,"Long Island, is now back on the map","De La Soul, is now back on the map","Good rap music, is now back on the map",0.0,0.0,1.0,1989.0
657,1980.0,0.0,Long Island,657,De La Soul,Come on Down,1989-03-03,Boston (c\'mon) Tucson (c\'mon) Long Island (c\'mon) c\'mon down!,Miami (c\'mon) L.A. (c\'mon) Vegas (c\'mon) c\'mon down!,V.A. (c\'mon) Portland (c\'mon) Chi-Town (c\'mon) c\'mon down!,0.0,0.0,1.0,1989.0
658,1980.0,0.0,Jersey,658,De La Soul,Come on Down,1989-03-03,Memphis (c\'mon) Utah (c\'mon) Jersey (c\'mon) c\'mon down!,New Orleans (c\'mon) Little Rock (c\'mon) B-More (c\'mon) c\'mon down!,Atlanta (c\'mon) Brooklyn (c\'mon) Philly (c\'mon) c\'mon down!,0.0,0.0,1.0,1989.0
2367,1980.0,0.0,Jamaica,2367,Big Daddy Kane,Change This Game Around,1989-09-19,"Please lowdown stankin', plus Jamaican girl bangin'","Asians, Haitians, even the mommies",Them call me yard boy cause them seen something hangin',0.0,0.0,1.0,1989.0
2965,1980.0,0.0,Jamaica,2965,LL Cool J,Fuhgidabowdit,1989-06-09,"S-curl hatin', Jamaican rum sippin'","For soul glowin, afro pickin'",Kid I'll burp on your girl buttcheeks,0.0,0.0,1.0,1989.0
460,1980.0,0.0,Harlem,460,Kurtis Blow,Way Out West,1986-01-01,"From a Harlem Town, a long way back","There came a stranger, dressed in black",,0.0,0.0,1.0,1986.0
2406,1980.0,0.0,Harlem,2406,Big Daddy Kane,The Beef is On,1988-06-28,"It's hell up in Harlem, my main man just caught a bad one","That's how I did em (HEYYYYYYYY)Embed"", ""The Beef is On Lyrics[Verse 1]",Wetted by a magnum when he didn't have none,0.0,0.0,1.0,1988.0
441,1980.0,0.0,Harlem,441,Kurtis Blow,Party Time,1985-01-01,A place called Harlem was my home,I'm Kurtis Blow on the microphone,"I was rocking one day, it started to shake",0.0,0.0,1.0,1985.0
440,1980.0,0.0,Harlem,440,Kurtis Blow,Nervous,1984-01-01,Spent their time in Harlem Town,Bill Bojangles and James Brown,,0.0,0.0,1.0,1984.0
439,1980.0,0.0,Harlem,439,Kurtis Blow,Nervous,1984-01-01,All came to Harlem to do their thing,And Doctor Martin Luther King,,0.0,0.0,1.0,1984.0
438,1980.0,0.0,Harlem,438,Kurtis Blow,Nervous,1984-01-01,Have all come for Harlem's thunder,"Dionne Warwick, Stevie Wonder",,0.0,0.0,1.0,1984.0
2360,1980.0,0.0,Brownsville,2360,Big Daddy Kane,Bed Stuy Represent,1989-09-19,Well is it Brownsville? Time to represent for the map,[Scoob],Where the peeps smoke blunts and like to wear mad gold caps,0.0,0.0,1.0,1989.0
2364,1980.0,0.0,Brooklyn,2364,Big Daddy Kane,Bed Stuy Represent,1989-09-19,"The ill, type of Brooklyn artist","But he won't make it, cause he knows that my joint is def","Who rocks the har-dest, regard-less",0.0,0.0,1.0,1989.0
2365,1980.0,0.0,Brooklyn,2365,Big Daddy Kane,Bed Stuy Represent,1989-09-19,(How?) Brooklyn style,Who you know and where you're from I pull your file,"ChorusEmbed"", ""Brother, Brother Lyrics[Big Daddy Kane]",0.0,0.0,1.0,1989.0
2357,1980.0,0.0,Brooklyn,2357,Big Daddy Kane,Bed Stuy Represent,1989-09-19,"Aww fuckit I give upEmbed', ""Brooklyn Style...Laid Out LyricsChorus: Big Daddy Kane",[Kane],,0.0,0.0,1.0,1989.0
2361,1980.0,0.0,Brooklyn,2361,Big Daddy Kane,Bed Stuy Represent,1989-09-19,"It's a Brooklyn thing, aight? You know our steelo","Parlayin on the corner, drinkin 40's shootin cee-lo",And for those who just don't know how it go,0.0,0.0,1.0,1989.0
2363,1980.0,0.0,Brooklyn,2363,Big Daddy Kane,Bed Stuy Represent,1989-09-19,"Like water in the Nile, but it's Brooklyn style",So check out the asiatic type of flow,Chorus,0.0,0.0,1.0,1989.0
659,1980.0,0.0,Brooklyn,659,De La Soul,Come on Down,1989-03-03,Atlanta (c\'mon) Brooklyn (c\'mon) Philly (c\'mon) c\'mon down!,Memphis (c\'mon) Utah (c\'mon) Jersey (c\'mon) c\'mon down!,,0.0,0.0,1.0,1989.0
459,1980.0,0.0,Bronx,459,Kurtis Blow,The Bronx,1981-01-01,The Bronx,The Bronx,"Lotta ducks out in the pond. Ducks sure take to the water like, uh, ducks!",0.0,0.0,1.0,1981.0
458,1980.0,0.0,Bronx,458,Kurtis Blow,The Bronx,1981-01-01,The Bronx,It's called the Bronx,The Bronx,0.0,0.0,1.0,1981.0
455,1980.0,0.0,Bronx,455,Kurtis Blow,The Bronx,1981-01-01,The Bronx is the place where I reside,Bronx River Casanovas and the Ninth Crew. (called),I'll be a Bronx boy 'til the day I die,0.0,0.0,1.0,1981.0
454,1980.0,0.0,Bronx,454,Kurtis Blow,The Bronx,1981-01-01,Bronx River Casanovas and the Ninth Crew. (called),"Blacks, Puerto Ricans, Italians and Jews",The Bronx is the place where I reside,0.0,0.0,1.0,1981.0
453,1980.0,0.0,Bronx,453,Kurtis Blow,The Bronx,1981-01-01,The Bronx is the place where the Yankees play,Coitainly!,We fans have the fever to the break of day,0.0,0.0,1.0,1981.0
452,1980.0,0.0,Bronx,452,Kurtis Blow,The Bronx,1981-01-01,The Bronx,The Bronx,Hey Moe!,0.0,0.0,1.0,1981.0
451,1980.0,0.0,Bronx,451,Kurtis Blow,The Bronx,1981-01-01,The Bronx,Called the Bronx,The Bronx,0.0,0.0,1.0,1981.0
2407,1980.0,0.0,Bronx,2407,Big Daddy Kane,The Beef is On,1988-06-28,Some kids from the Bronx with automatics came to start static,Word on the streets had it,Some new jacks at the game,0.0,0.0,1.0,1988.0
456,1980.0,0.0,Bronx,456,Kurtis Blow,The Bronx,1981-01-01,I'll be a Bronx boy 'til the day I die,The Bronx is the place where I reside,It's called the Bronx,0.0,0.0,1.0,1981.0
416,1980.0,0.0,Bronx,416,Kurtis Blow,AJ Meets Davy DMX,1985-01-01,One's from Hollis and one's from the Bronx,Now who's the crew that gets the job done?,Freaky fresh to give you what you want,0.0,0.0,1.0,1985.0
417,1980.0,0.0,Bronx,417,Kurtis Blow,AJ Scratch,1985-01-01,"Up in the Bronx, where the people are fresh",[Verse 1: Kurtis Blow],There was one DJ who had to pass the test,0.0,0.0,1.0,1985.0
418,1980.0,0.0,Bronx,418,Kurtis Blow,AJ Scratch,1985-01-01,"Up in the Bronx, where the people are fresh",[Verse 3: Kurtis Blow],There was one DJ who had to pass the test,0.0,0.0,1.0,1985.0
450,1980.0,0.0,Bronx,450,Kurtis Blow,The Bronx,1981-01-01,Called the Bronx,The place where rap started in the days of old,The Bronx,0.0,0.0,1.0,1981.0
433,1980.0,0.0,Bronx,433,Kurtis Blow,Ego Trip,1983-01-01,Homeboy! The Bronx!,"The grandmaster, the Grandmaster Flash!","I'm on an ego trip, I'm on an ego trip, I'm on an ego trip",0.0,0.0,1.0,1983.0
434,1980.0,0.0,Bronx,434,Kurtis Blow,Kingdom Blow,1981-01-01,Up in the Bronx,*cut and scratched*,,0.0,0.0,1.0,1981.0
443,1980.0,0.0,Bronx,443,Kurtis Blow,Respect To The King,1986-01-01,"Then I go downtown, then I chill in the Bronx",Making out with the ladies in the sheets and satin,'Cause I'm making CASH money doing what I want,0.0,0.0,1.0,1986.0
2353,1980.0,0.0,Broadway,2353,Big Daddy Kane,Bed Stuy Represent,1989-09-19,I was walkin down Broadway the other day,Also it gets a little deeper,An old old lady came my way,0.0,0.0,1.0,1989.0
3187,1980.0,0.0,America,3187,Kool Moe Dee,Pump Your Fist,1986-01-01,So why should the black man say Afro-American?,White man never say Euro-American,If the black man is American with a afro,0.0,0.0,1.0,1986.0
3188,1980.0,0.0,America,3188,Kool Moe Dee,Pump Your Fist,1986-01-01,If the black man is American with a afro,So why should the black man say Afro-American?,Then the white man is American with a long nose,0.0,0.0,1.0,1986.0
3190,1980.0,0.0,America,3190,Kool Moe Dee,Pump Your Fist,1986-01-01,"It should be Long-Nose-American for the white man, and",Then the white man is American with a long nose,"Jump around and move your bottom, what",0.0,0.0,1.0,1986.0
3186,1980.0,0.0,America,3186,Kool Moe Dee,Pump Your Fist,1986-01-01,White man never say Euro-American,And black man is African,So why should the black man say Afro-American?,0.0,0.0,1.0,1986.0
3183,1980.0,0.0,America,3183,Kool Moe Dee,Pump Your Fist,1986-01-01,"Full of Africans, sold in America",'Nuff slaveships come from Africa,Now you want me to call myself American,0.0,0.0,1.0,1986.0
3184,1980.0,0.0,America,3184,Kool Moe Dee,Pump Your Fist,1986-01-01,Now you want me to call myself American,"Full of Africans, sold in America",Even though America kill the African,0.0,0.0,1.0,1986.0
3177,1980.0,0.0,America,3177,Jimmy Spicer,Adventures of Super Rhyme (Rap),1989-01-01,To show America how I rocked so well,So I rocked the mic for Howard Cosell,"And while I rocked the mic, this is what I said",0.0,0.0,1.0,1989.0
3189,1980.0,0.0,America,3189,Kool Moe Dee,Pump Your Fist,1986-01-01,Then the white man is American with a long nose,If the black man is American with a afro,"It should be Long-Nose-American for the white man, and",0.0,0.0,1.0,1986.0
420,1980.0,0.0,America,420,Kurtis Blow,America,1980-09-29,"Don’t you love America, my favorite country?",I've been to the mountaintop,"Don’t you love America, land of democracy?",0.0,0.0,1.0,1980.0
422,1980.0,0.0,America,422,Kurtis Blow,America,1980-09-29,"Don’t you love America, my favorite country?",,"Don’t you love America, land of democracy?",0.0,0.0,1.0,1980.0
424,1980.0,0.0,America,424,Kurtis Blow,America,1980-09-29,"Don’t you love America, my favorite country? Germany",,"Don’t you love America, Russia land of democracy? Africa",0.0,0.0,1.0,1980.0
428,1980.0,0.0,America,428,Kurtis Blow,America,1980-09-29,"Arabians, Russians don’t like Americans","Lebanon, Beirut, Iraq and Iran",Revolutionary terrorists swarm like bees,0.0,0.0,1.0,1980.0
430,1980.0,0.0,America,430,Kurtis Blow,America,1980-09-29,America,,Unity,0.0,0.0,1.0,1980.0
431,1980.0,0.0,America,431,Kurtis Blow,America,1980-09-29,America,Unity,Peace,0.0,0.0,1.0,1980.0
2898,1980.0,-0.1027,New York,2898,LL Cool J,After School,1987-05-29,"Born and raised in New York, that\'s where I come from","I\'m like a shogun, I ain\'t scared of no-one",[Chorus],0.24,0.279,0.481,1987.0
1377,1980.0,-0.1027,Bronx,1377,Run–D.M.C.,Simmons Incorporated,1986-05-15,"Kenny Cash, the Bronx cat, but it'll ride wit gats","You thinkin about it way to hard, how to get down wit the Gods","Peep chicks huggin the sacks, yours scratchin the back",0.0,0.097,0.903,1986.0
3182,1980.0,-0.128,New York,3182,Kool Moe Dee,Knowledge is King,1987-11-03,How you never ever had a drop of juice in New York,"You\'re just a sucker, and it\'s funny",And now you go on tour and try to talk that talk,0.282,0.33,0.388,1987.0
1373,1980.0,-0.1585,Queens,1373,Run–D.M.C.,Queens Day,1984-03-27,"And everybody come outside, cause it's Queens Day kid",So let's party for the borough and shit,"[Hook]Embed"", ""Radio Station Lyrics[Run]",0.237,0.286,0.477,1984.0
1357,1980.0,-0.296,Brooklyn,1357,Run–D.M.C.,Come On Everybody,1988-05-17,"And all my peoples up in Brooklyn, you don\'t stop","And to my peoples uptown, you don\'t stop","And all my peoples in the Bronx, you don\'t stop",0.0,0.239,0.761,1988.0
1358,1980.0,-0.296,Bronx,1358,Run–D.M.C.,Come On Everybody,1988-05-17,"And all my peoples in the Bronx, you don\'t stop","And all my peoples up in Brooklyn, you don\'t stop","Zulu in effect, you don\'t stop",0.0,0.196,0.804,1988.0
1371,1980.0,-0.3182,Queensbridge,1371,Run–D.M.C.,Queens Day,1984-03-27,"Queensbridge and Astoria, too, the story is true",The young guns and Lost Boys made the news,So let's party for the borough and shit,0.0,0.223,0.777,1984.0
1372,1980.0,-0.3182,Queens,1372,Run–D.M.C.,Queens Day,1984-03-27,"Queensbridge and Astoria, too, the story is true",The young guns and Lost Boys made the news,So let's party for the borough and shit,0.0,0.223,0.777,1984.0
1366,1980.0,-0.34,Queensbridge,1366,Run–D.M.C.,Queens Day,1984-03-27,"Fly from Shirt Kings, from Queensbridge to 118","Niggas from Rochdale popping shells, snatching rings","I had my eyes open, stepping out into the world",0.0,0.286,0.714,1984.0
1367,1980.0,-0.34,Queens,1367,Run–D.M.C.,Queens Day,1984-03-27,"Fly from Shirt Kings, from Queensbridge to 118","Niggas from Rochdale popping shells, snatching rings","I had my eyes open, stepping out into the world",0.0,0.286,0.714,1984.0
