Name;Categories;URL;Years Active Start;Birthdate;Summary;Years Active End;Deathdate;Clip Example YouTube;City;Neighborhood;Coordinates
Diam's;"rapper;singer";https://en.wikipedia.org/wiki/Diam's;1996;1980-07-25;Diam's (born Mélanie Georgiades on 25 July 1980) is a French-language rap artist of French and Greek Cypriot origin from Essone. She gained notoriety in France in the 2000.;2012;;https://www.youtube.com/embed/Jsz43hm4GgI;Orsay;Mondétour;48.680257,2.181267
Mala;rapper;;1999;;Mala is a French rapper from Pont de Sèvres, Boulogne-Billandcourt. He was a member of the rap group Malekal Morte.;;;https://www.youtube.com/embed/j7XZ96XjFJc;Boulogne-Billancourt;Pont de Sèvres;48.830121,2.234341
Naughty by Nature;group;https://en.wikipedia.org/wiki/Naughty_by_Nature;1988;;Naughty by Nature is a Grammy Award-winning American hip hop trio from East Orange, New Jersey consisting of Treach (Anthony Criss, born December 2, 1970), Vin Rock (Vincent Brown, born September 17, 1970), and DJ Kay Gee (born Keir Lamont Gist, September 15, 1969).;2002;;https://www.youtube.com/embed/6xGuGSDsDrM;East Orange;;40.757701,-74.213997
"Royce da 5'9""";rapper;https://en.wikipedia.org/wiki/Royce_da_5'9%22;1995;1977-07-05;Ryan Daniel Montgomery (born July 5, 1977), better known by his stage name Royce da 5′9″, is an American rapper from Detroit, Michigan. He is best known for his longtime association with Eminem as well as his solo career.;;;https://www.youtube.com/embed/2YGAIpDuy6s;Detroit;Oak Park;42.464894,-83.180213
EPMD;group;https://en.wikipedia.org/wiki/EPMD;1986;;"EPMD is an American hip hop group from Brentwood, New York. Form by Erick Sermon (""E"" a.k.a. E Double) and Parrish Smith (""PMD"" a.k.a. Parrish Mic Doc).";1999;;https://www.youtube.com/embed/JUGisre9xNU;New York;Brentwood;40.783719,-73.249082
DJ Screw;producer;https://en.wikipedia.org/wiki/DJ_Screw;1983;1971-07-20;Robert Earl Davis, Jr. (July 20, 1971 – November 16, 2000), better known by his stage name DJ Screw, was an American hip hop DJ based in Houston, Texas. He was known has the creator of the now-famous chopped and screwed DJ technique.;2000;2000-11-16;https://www.youtube.com/embed/K_h55O66uf0;Houston;;29.6897814,-95.2925514
Big K.R.I.T;"producer;rapper";https://en.wikipedia.org/wiki/Big_K.R.I.T.;2005;1986-08-26;Justin Scott (born August 26, 1986), better known by his stage name Big K.R.I.T., is an American rapper and record producer from Meridian, Mississippi.;;;https://www.youtube.com/embed/jVkUaXXIiY4;Meridian;;32.3760636,-88.7616572
Rim'K;rapper;https://en.wikipedia.org/wiki/Rim'K;1994;1978-06-21;Abdelkrim Brahmi a.k.a. Rim'K (born 21 June 1978 in Paris, France) is a French rapper of Algerian descent. Rim'K was raised in the Parisian suburb of Vitry-sur-Seine.;;;https://www.youtube.com/embed/lwvKFXfnzc4;Vitry-sur-Seine;Cité Camille Groult;48.786546,2.394227
Coolio;rapper;https://en.wikipedia.org/wiki/Coolio;1987;1963-08-01;Artis Leon Ivey Jr. (born August 1, 1963), known professionally as Coolio, is an American rapper, chef, actor, and record producer.;;;https://www.youtube.com/embed/N6voHeEa3ig;Los Angeles;Compton;33.874362,-118.211126
Yo Gotti;rapper;https://en.wikipedia.org/wiki/Yo_Gotti;2000;1981-05-19;Mario Mims (born May 19, 1981), better known by his stage name Yo Gotti, is an American rapper from Memphis.;;;https://www.youtube.com/embed/U1rgr6rumn8;Memphis;Frayser;35.2175,-90.003333
Queen Latifah;"rapper;singer";https://en.wikipedia.org/wiki/Queen_Latifah;;1970-03-18;Dana Elaine Owens (born March 18, 1970), known professionally by her stage name Queen Latifah, is an American rapper, songwriter, singer.;;;https://www.youtube.com/embed/f8cHxydDb7o;East Orange;;40.765586,-74.213075
Max B;rapper;https://en.wikipedia.org/wiki/Max_B;;;Charly Wingate (born May 21, 1978), better known by his stage name Max B, is an American hip hop recording artist.;;;https://www.youtube.com/embed/UrsUCDb5LJs;New York;Harlem;40.805873,-73.946897
Arabian Prince;"producer;rapper";https://en.wikipedia.org/wiki/Arabian_Prince;1980;1965-06-17;Kim Renard Nazel (born June 17, 1965), better known by the stage name Arabian Prince, is an American singer-songwriter, rapper and producer, former member of the N.W.A. group.;;;https://www.youtube.com/embed/FEwCRkFk2vY;Los Angeles;;33.9540723,-118.3636301
2Pac;rapper;https://en.wikipedia.org/wiki/Tupac_Shakur;;;"Tupac Amaru Shakur born Lesane Parish Crooks; June 16, 1971 – September 13, 1996), also known by his stage names 2Pac and Makaveli, was an African-American rapper,.";;;https://www.youtube.com/embed/6FwYqAg8wUE;New York;Harlem;40.797956,-73.940047
2 Chainz;rapper;https://en.wikipedia.org/wiki/2_Chainz;;;Tauheed Epps (born September 12, 1977), known professionally as 2 Chainz (formerly Tity Boi), is an American rapper from College Park, Georgia.;;;https://www.youtube.com/embed/oQEhmT7AJ44;Atlanta;;33.648333,-84.456111
Tiers Monde;rapper;http://din-records.com/artistes/tiers-monde/;2003;;Tiers Monde is a french rapper from Le Havre.;;;https://www.youtube.com/embed/KrPxV60215Q;Le Havre;Mont Gaillard;49.526292,0.109944
RBL Posse;group;https://en.wikipedia.org/wiki/RBL_Posse;1991;;RBL Posse (also known as Ruthless by Law) was a 1990s gangsta rap group from Hunters Point in San Francisco, California. The group is composed of Black C and Mr.Cee.;2003;;https://www.youtube.com/embed/IIMzpAanmks;San Francisco;Hunters Point;37.740255,-122.386128
Dyno;rapper;https://www.facebook.com/deuxseptquatre/;;;Dyno, is a rapper from Yverdon-les-bain, Switzerland. he is a member of the Hip Hop crew 274.;;;https://www.youtube.com/embed/7WcBgKwvCj0;Yverdon-les-Bains;;46.774592,6.632218
Alpha Wann;rapper;https://genius.com/artists/Alpha-wann;2008;;Alpha Oumar Wann also known as Alpha Wann is a french rapper from Paris (14th). he is a member of L'Entourage & 1995.;;;https://www.youtube.com/embed/bhNOWImtFOw;Paris;14th;48.831405,2.321774
Ledé Markson;rapper;;2016;;Ledé Markson is a Belgian rapper from Liege.;;;https://www.youtube.com/embed/XrBGBGxCc5M;Liège;;50.641616,5.567071
Jorrdee;"producer / dj;rapper";https://fr.wikipedia.org/wiki/Jorrdee;2011;;Jorrdee, born Jordan Bourgeois is a French rapper from Lyon. He's a original member of the rap crew 667.;;;https://www.youtube.com/embed/zvtHEJ6DsK0;Lyon;Mermoz;45.731094,4.885971
Nèg' Marrons;group;https://fr.wikipedia.org/wiki/N%C3%A8g'_Marrons;1995;;Nèg' Marrons is french hip-hop & reggae group from Garges-Sarcelles, Val-d'Oise. They was part of the Secteur A crew.;;;https://www.youtube.com/embed/fOmQtEFbdkQ;Garges-Sarcelles;;48.969739,2.401814
Mafia K1 Fry;group;https://en.wikipedia.org/wiki/Mafia_K-1_Fry;1995;;Mafia K-1 Fry sometimes stylized as Mafia K'1 Fry is a French collective of hip hop rappers from the Val-de-Marne and the Orly-Choisy-Vitry-Joinville axis, south of Paris.;;;https://www.youtube.com/embed/QzoBB9NO9Dc;Paris;Val-de-Marne;48.763903,2.410339
Masta Ace;rapper;https://en.wikipedia.org/wiki/Masta_Ace;1988;1966-12-04;Duval Clear (born December 4, 1966), known better by his stage name Masta Ace, is an American rapper and record producer from Brownsville, Brooklyn.;;;https://www.youtube.com/embed/dV6U0Mud3pU;Brooklyn;Brownsville;40.658914,-73.914589
Jeremih;"rapper;singer";https://en.wikipedia.org/wiki/Jeremih;2008;1987-07-17;Jeremy Felton (born July 17, 1987), better known by the stage name Jeremih, is an American singer, songwriter, rapper and record producer from Chicago, Illinois.;;;https://www.youtube.com/embed/vYMxOzxKYYo;Chicago;;41.691289,-87.66404
Talib Kweli;rapper;https://en.wikipedia.org/wiki/Talib_Kweli;1996;1975-10-03;Talib Kweli Greene (born October 3, 1975) is an American hip hop recording artist, entrepreneur, and social activist.;;;https://www.youtube.com/embed/UVtpXvzzXiA;Brooklyn;Park Slope;40.669413,-73.980175
Roll Deep;group;https://en.wikipedia.org/wiki/Roll_Deep;2002;;Roll Deep (formerly Roll Deep Entourage) are an English grime crew. They were founded in 2002 by Wiley following the disbandment of UK garage crew, Pay As U Go Cartel.;2013;;https://www.youtube.com/embed/HK1SpAy_cR4;East London;Bow;51.520816,-0.031006
Nelly;rapper;https://en.wikipedia.org/wiki/Nelly;1993;1974-11-02;Cornell Iral Haynes, Jr. (born November 2, 1974), known professionally as Nelly, is an American rapper, singer, songwriter, entrepreneur, investor, and occasional actor from St. Louis, Missouri.;;;https://www.youtube.com/embed/GeZZr_p6vB8;St. Louis;;38.636928,-90.225617
Bone Thugs-N-Harmony;group;https://en.wikipedia.org/wiki/Bone_Thugs-n-Harmony;1991;;Bone Thugs-N-Harmony is an American hip hop group from Cleveland, Ohio. It consists of rappers Bizzy Bone, Wish Bone, Layzie Bone, Krayzie Bone & Flesh-N-Bone.;;;https://www.youtube.com/embed/4j_cOsgRY7w;Cleveland;;41.485406,-81.658483
KRS-One;rapper;https://en.wikipedia.org/wiki/KRS-One;;;Lawrence Parker (born August 20, 1965), better known by his stage names KRS-One, and Teacha, is an American rapper and occasional producer from The Bronx, New York City, New York.;;;https://www.youtube.com/embed/9ZrAYxWPN6c;Bronx;South Bronx;40.819778,-73.916222
Roi Heenok;"producer;rapper";https://en.wikipedia.org/wiki/Roi_Heenok;;;Henoc Beauséjour (born November 18, 1973) known by his stage name Roi Heenok is a Canadian rapper, producer and entrepreneur of Haitian descent from Montreal, Canada.;;;https://www.youtube.com/embed/8zQQrJYgN2E;Montreal;Rive Sud;45.435,-73.461111
Juicy J;"producer;rapper";https://en.wikipedia.org/wiki/Juicy_J;;;Jordan Michael Houston (born April 5, 1975), better known by his stage name Juicy J, is an American rapper, songwriter and record producer, member of the Three Six Mafia, from Memphis, Tennessee.;;;https://www.youtube.com/embed/MlAlXF-tqkc;Memphis;Hollywood;35.1754,-89.9752
Morsay;rapper;https://fr.wikipedia.org/wiki/Morsay;;;Mohamed Mehadji know has Morsay, (born 19/08 1980). Is a french rapper know for is internet video.;;;https://www.youtube.com/embed/qLoW8OQN4fM;Paris;Clignancourt;48.8902463,2.3346822
Key!;rapper;;2013;;Key is an american from Atlanta, Georgia. He is a member of the Two-9 collective.;;;https://www.youtube.com/embed/7zNqAMATCU4;Atlanta;;33.740821,-84.338006
D T F;group;https://genius.com/artists/Dtf;2015;;DTF is a French band from Ivry-sur-Seine (94) composed by RTI and RKM. DTF stand for “Dans Ta Face” (In your face).;;;https://www.youtube.com/embed/mxqZsnsrcn0;Ivry Sur Seine;;48.811446,2.390445
Machine Gun Kelly;rapper;https://en.wikipedia.org/wiki/Machine_Gun_Kelly_%28rapper%29;2006;1990-04-22;Colson Baker[2][3][4] (born April 22, 1990), better known by his stage names MGK and Machine Gun Kelly, is an American rapper and actor, from Cleveland, Ohio.;;;https://www.youtube.com/embed/pKDABrZ418c;Cleveland;;41.472464,-81.569683
$uicideboy$;group;http://g59.wikia.com/wiki/Suicide_Boys;2014;;The $uicideboy$ are a rap duo from New Orleans, Louisiana that consists of two members, $crim (Scott Arceneaux Jr.) and Ruby da Cherry (Aristos Petrou).;;;https://www.youtube.com/embed/PuGQuLrDtGU;New Orleans;;29.953031,-90.131997
Djadja & Dinaz;group;https://en.wikipedia.org/wiki/Djadja_%26_Dinaz;2014;;Djadja & Dinaz is a French hip-hop duo from Meaux.;;;https://www.youtube.com/embed/v2o3in-Aud0;Meaux;;48.958451,2.888862
Lil Shaolin;rapper;http://fr.musique.wikia.com/wiki/Lil_Shaolin;2014;;Lil Shaolin (born in 1990) is a French rapper from Planoise, Besançon.;;;https://www.youtube.com/watch?v=PMe69PvEUVM;Besançon;Planoise;47.222121,5.96947
Kalash;singer;https://en.wikipedia.org/wiki/Kalash_(rapper);2003;1998-06-12;Kalash, whose real name is Kevin Valleray (born in June 12, 1988) is a French singer and rapper from Martinique.;;;https://www.youtube.com/embed/01Up1kPSyHQ;Fort-de-France;;14.608947,-61.052733
Lacraps;rapper;https://genius.com/artists/Lacraps;2013;;Lacraps is a french mc from Montpellier. He is a member of the  Laclassic crew.;;;https://www.youtube.com/embed/wKUCvtLURKU;Montpellier;;43.605666,3.86884
Vin'S;rapper;;;;Vin'S is a french rapper from Grenoble.;;;https://www.youtube.com/embed/R2xAA3w4720;Grenoble;;45.170472,5.732298
Lucio Bukowski;rapper;https://genius.com/artists/Lucio-bukowski;2007;;Ludovic Villard (better know has Lucio Bukowski) is a French rapper from Lyon, member of the crew L'animalerie.;;;https://www.youtube.com/embed/zsWiNkt9fIw;Lyon;;45.769508,4.831418
Swagg man;rapper;https://en.wikipedia.org/wiki/Swagg_Man;2008;1988-12-23;Rayan Sanches or Rayan Rockfeller also has Swagg Man is a french rapper from Paris.;;;https://www.youtube.com/embed/BCSym0u8vEQ;Paris;;48.871828,2.301179
Miiiiz;rapper;;;;Miiiiz is a rapper from Geneva, Switzerland. He is a member of the rap collective FNWS.;;;https://www.youtube.com/embed/ugNQA-byDEo;Geneva;;46.213102,6.132243
Sadek;rapper;https://en.wikipedia.org/wiki/Sadek_(rapper);2012;1991-05-25;Sadek Bourghuiba (born 25 May 1991) and known by the mononym Sadek is a French rapper from Neuilly-Plaisance. He also uses the pseudonym Johnny Niuuum or Sadek Niuum. He is signed to the French Hostile record label.;;;https://www.youtube.com/embed/23_QHQzUruw;Seine-Saint-Denis;Neuilly-Plaisance;48.862005,2.508656
Cam'ron;rapper;https://en.wikipedia.org/wiki/Cam%27ron;1993;1976-02-04;Cameron Ezike Giles (born February 4, 1976), better known by his stage name Cam'ron, is an American rapper and actor  from Harlem, New York. He is the de facto leader of East Coast hip hop groups The Diplomats (also known as Dipset);;;https://www.youtube.com/embed/m60XKqEEnfg;New York;Harlem;40.826607,-73.944868
Suprême NTM;group;https://en.wikipedia.org/wiki/Supr%C3%AAme_NTM;1989;;Suprême NTM (or simply NTM) is a French hip hop group formed in 1989 in the Seine-Saint-Denis département. The group comprises rappers Joey Starr (born Didier Morville) and Kool Shen (born Bruno Lopes).;2001;;https://www.youtube.com/embed/Y4uOM7s38XA;Saint-Denis;;48.944615,2.377206
Big L;rapper;https://en.wikipedia.org/wiki/Big_L;1990;1974-05-30;Lamont Coleman (May 30, 1974 – February 15, 1999), best known by his stage name Big L, was an American hip hop recording artist from Harlem New York.;1999;1999-02-15;https://www.youtube.com/embed/WWMjRMJ0dTI;New York;Harlem;40.816705,-73.939898
Ja Rule;"rapper;singer";https://en.wikipedia.org/wiki/Ja_Rule;1993;1976-02-29;Jeffrey Bernard Atkins (born February 29, 1976), better known by his stage name Ja Rule, is an American rapper, singer, songwriter and actor from Queens, New York.;;;https://www.youtube.com/embed/IeLx00bjVKc;Queens;Hollis;40.7078275,-73.7548656
Madlib;"producer;rapper";https://en.wikipedia.org/wiki/Madlib;1993;1973-10-24;Otis Jackson Jr. (born October 24, 1973), known professionally as Madlib, is an American DJ, music producer, multi-instrumentalist, and rapper.;;;https://www.youtube.com/embed/apN0AXjJxQE;Oxnard;;34.190963,-119.18559
Chiens de paille;group;https://fr.wikipedia.org/wiki/Chiens_de_paille_(groupe);1992;;Chiens de paille is a French rap Band from Cannes. Formed by Sako and Hal.;2010;;https://www.youtube.com/embed/Laxy1bqqgJc;Cannes;;43.561406,6.995983
Lil Uzi vert;rapper;https://en.wikipedia.org/wiki/Lil_Uzi_Vert;2013;1994-07-31;ymere Woods (born July 31, 1994), better known by his stage name Lil Uzi Vert, is an American rapper and songwriter.;;;https://www.youtube.com/embed/1eoSanFCU-M;Philadelphia;Francisville Neighborhood;39.970022,-75.166634
Jul;"producer;rapper;singer";https://en.wikipedia.org/wiki/Jul_(singer);2013;1990-01-14;Julien Marie (born in Marseille, on 14 January 1990), better known as Jul (stylized as JuL), is a French independent hip hop artist.;;;https://www.youtube.com/embed/Aj4BgVipYok;Marseille;Saint-Jean du Désert;43.303939,5.409637
Slick Rick;rapper;https://en.wikipedia.org/wiki/Slick_Rick;;;"Richard Martin Lloyd Walters (born January 14, 1965; better known as Slick Rick, Rick The Ruler and Ricky Dee) is a British-born American rapper.";;;https://www.youtube.com/embed/HjNTu8jdukA;New York;Bronx;40.813457,-73.917884
Grandmaster Caz;rapper;https://en.wikipedia.org/wiki/Grandmaster_Caz;;;Curtis Fisher (born April 18, 1961), better known by his stage name Grandmaster Caz, is an American rapper, songwriter and DJ.;;;https://www.youtube.com/embed/lDlgB9MbLNA;New York;Bronx;40.834026,-73.927452
Bun B;rapper;https://en.wikipedia.org/wiki/Bun_B;;;Bernard Freeman known by his stage name Bun B, is an American rapper and was one half of the southern rap duo UGK (UnderGround Kingz).;;;https://www.youtube.com/embed/CQL-IFEk6hw;Port Arthur;;29.8467404,-93.9676072
Lil Boosie;rapper;https://en.wikipedia.org/wiki/Boosie_Badazz;;;Torrence Hatch (born November 14, 1982), known professionally as Boosie Badazz (formerly known as Lil Boosie), is an American rapper from Baton Rouge, Louisiana.[;;;https://www.youtube.com/embed/n72jR6P_RDk?list=RDYwZYZsV5yQ0;Baton Rouge;;30.3745861,-91.1254726
Joeystarr;rapper;https://en.wikipedia.org/wiki/Joeystarr;;;Didier Morville, better known by his stage name Joeystarr (stylized JoeyStarr is a French rapper of Martinican origin, from Saint-Denis.;;;https://www.youtube.com/embed/Up5oEw55QO4;Saint-Denis;Cité Président Salvador Allende;48.9455024,2.369358
Daara J;group;https://en.wikipedia.org/wiki/Daara_J;1993;;Daara J is a hip hop crew from Dakar, Senegal. The crew was formed in 1993 by N’Dongo D, Faada Freddy and Lord Aladji Man.;;;https://www.youtube.com/embed/_6_HFMFT0a8;Dakar;;14.751269,-17.467866
9 Zéro;group;;2016;;9 zéro is a Belgian rap group from the West side of Brussels.;;;https://www.youtube.com/embed/-q2WNLc6OYc;Brussels;;50.879674,4.338403
Famous Dex;rapper;https://genius.com/artists/Famous-dex;2015;1993-09-06;Dexter Gore, better known as Famous Dex, is a rapper from Chicago, Illinois. He was born on September 6, 1993. He went to Robeson High School, the same school as fellow Chicago rapper Lil Durk.;;;https://www.youtube.com/embed/HSy122SCS4s;Chicago;;41.77,-87.636214
Yvon Krevé;rapper;https://en.wikipedia.org/wiki/Yvon_Krev%C3%A9;2000;;Henry Green-Dupré known by his stage names of Yvon Krevé and Von Von le Vet, is a French Canadian hip hop artist of Haitian origin.;;;https://www.youtube.com/embed/_UJQDPRwW2w;Montreal;;45.42492,-73.616835
C. Tangana;rapper;https://es.wikipedia.org/wiki/C._Tangana;2006;1990-07-16;Antón Álvarez Alfaro, better known as C. Tangana is a rapper born in 1990 in Madrid. He is a member of the Agorazein group along with Sticky MA, Jerv. Agz., Fabianni and I-Ace.;;;https://www.youtube.com/embed/o7El-U2LZvI;Madrid;;40.384346,-3.717205
J.I.D.;rapper;;2014;;J.I.D. is a american rapper from Atlanta. He is a member of the Spillage Village crew.;;;https://www.youtube.com/embed/6eFcSesrP6A;East Atlanta;;33.736491,-84.338887
Noir Fluo;group;;2010;;Noir Fluo is french rap band from Paris formed by Emotion Lafolie, Tony Lunettes, Riski & Waslo Dilleggi.;2012;;https://www.youtube.com/embed/weqcjxiauhU;Paris;;48.843551,2.391187
Butter Bullets;group;https://fr.wikipedia.org/wiki/Butter_Bullets;2007;;Butter Bullets is a French hip-hop group from Besançon, Franche-Comté. The group is composed by Sidisid & Dela1.;;;https://www.youtube.com/embed/YnXJlw0ApLY;Besançon;;47.234558,6.024283
Metek;rapper;https://fr.wikipedia.org/wiki/Riski;1996;;Riski (previously Metek), born Manuel Goldman, is a french rapper, author from Paris.;;;https://www.youtube.com/embed/D9qyDINmJf0;Paris;;48.850113,2.408641
Ichon;rapper;;2014;;Ichon is a French rapper from Montreuil, Seine Saint Denis. He is a member of the crew Bon Gamin.;;;https://www.youtube.com/embed/sah98niaheQ;Paris;Montreuil;48.852981,2.426873
Travis Scott;rapper;https://en.wikipedia.org/wiki/Travis_Scott;2008;1992-06-30;Jacques Webster (born April 30, 1992), better known by his stage name Travis Scott (formerly stylized as Travi$ Scott), is an American hip hop recording artist and record producer from Houston, Texas.;;;https://www.youtube.com/embed/KnZ8h3MRuYg;Houston;Missouri City;29.582629,-95.543564
Casey;rapper;https://fr.wikipedia.org/wiki/Casey_(rappeuse);1995;;Cathy Palenne know as Casey, is a French rapper from Blanc-Mesnil, Seine-Saint-Denis.;;;https://www.youtube.com/embed/_L6VuuBIc2w;Blanc-Mesnil;;48.942213,2.466131
Bones;rapper;https://en.wikipedia.org/wiki/Bones_(rapper);2010;;Elmo Kennedy O'Connor, known professionally as Bones, is an American rapper. He's a native of Muir, California, but grow up in Howell, Michigan. He is notable for the frenetic pace at which he releases new music, including over 40 mixtapes.;;;https://www.youtube.com/embed/0IYght7FGdg;Howell;;42.606339,-83.932985
Fat Joe;rapper;https://en.wikipedia.org/wiki/Fat_Joe;1992;1970-08-19;Joseph Antonio Cartagena (born August 19, 1970), better known by his stage name Fat Joe, is an American rapper. He is also the CEO of Terror Squad Entertainment, and member of musical groups D.I.T.C. and Terror Squad.;;;https://www.youtube.com/embed/KsUCWtxvBis;Bronx;Forest House Projects;40.824931,-73.903587
Skinny Pimp;rapper;;1990;;Derrick Dewayne Hill (know has Skinny Pimp or Kingpin Skinny Pimp) is an american rapper from Memphis.;;;https://www.youtube.com/embed/vquxzurbXB8;Memphis;Dixies Home;35.1466236,-90.0280662
The Pharcyde;group;https://en.wikipedia.org/wiki/The_Pharcyde;1989;;The Pharcyde (/ˈfɑːrsaɪd/) is an American alternative hip hop group, formed in 1989, from South Central Los Angeles. The original four members of the group are Imani, Slimkid3, Bootie Brown, and Fatlip. DJ Mark Luv was the group's first DJ, followed by producer J-Swift and then J Dilla.;;;https://www.youtube.com/embed/co3qMdkucM0;Los Angeles;South Central;33.966125,-118.274323
Kevin Gates;rapper;https://en.wikipedia.org/wiki/Kevin_Gates;2007;1986-02-05;Kevin Jerome Gilyard (born February 5, 1986), better known by his stage name Kevin Gates, is an American rapper, singer, and entrepreneur from Baton Rouge, Louisiana.;;;https://www.youtube.com/embed/aE4UNGlu-Ak;Baton Rouge;;30.423687,-91.177447
Wiz Khalifa;rapper;https://en.wikipedia.org/wiki/Wiz_Khalifa;2005;1987-09-08;Cameron Jibril Thomaz (born September 8, 1987), better known by his stage name Wiz Khalifa, is an American rapper, songwriter, and actor.;;;https://www.youtube.com/embed/UX6K7waag5Q;Pittsburgh;;40.3875316,-79.9013383
La Rumeur;group;https://en.wikipedia.org/wiki/La_Rumeur;1997;;La Rumeur is a French-language rap group from Élancourt (Yvelines, France). The group is composed of four rappers, Ekoué, Hamé, Mourad, and Philippe, and two DJs, Kool M and Soul G.;;;https://www.youtube.com/embed/mzbF5G76hNA;Élancourt;;48.76944,1.953664
MHD;"rapper;singer";https://en.wikipedia.org/wiki/MHD_(rapper);2015;1994-11-28;"Mohamed Sylla (born 28 November 1994), better known by his stage name MHD is a French rapper from the 19th arrondissement of Paris. His music is the precursor of ""Afro Trap"", a mixture of African music and Trap music.";;;https://www.youtube.com/embed/zi1D0MKWHU0;Paris;;48.877353,2.372835
Médine;rapper;https://en.wikipedia.org/wiki/M%C3%A9dine_(rapper);2002;1983-02-24;Medine Zaouiche (born 24 February 1983 in Le Havre), better known by his stage name Médine, is a French-Algerian Kabyle rapper.;;;https://www.youtube.com/embed/Q-tW-qI52Us;Le Havre;;49.501545,0.115902
Nekfeu;rapper;https://en.wikipedia.org/wiki/Nekfeu;2007;1990-04-03;Ken Samaras (born 3 April 1990), better known by his stage name Nekfeu, is a French rapper and record producer who is also a member of the collective L'entourage, and the rap group 1995.;;;https://www.youtube.com/embed/KaDZ87QxO-g;Paris;;48.842815,2.293215
Earl Sweatshirt;"producer;rapper";https://en.wikipedia.org/wiki/Earl_Sweatshirt;2008;1994-02-24;Thebe Neruda Kgositsile (born February 24, 1994), better known by his stage name Earl Sweatshirt, is an American hip hop recording artist, music producer, songwriter, and occasional actor from Los Angeles.;;;https://www.youtube.com/embed/FCbWLSZrZfw;Los Angeles;Santa Monica;34.031169,-118.461713
Ice-T;rapper;https://en.wikipedia.org/wiki/Ice-T;1982;1958-02-16;Tracy Lauren Marrow (born February 16, 1958) better known by his stage name Ice-T, is an American rapper and actor. He began his career as a rapper in the 1980s.;;;https://www.youtube.com/embed/_nODi6OECzs;Los Angeles;Crenshaw;33.996677,-118.329661
Big Daddy Kane;rapper;https://en.wikipedia.org/wiki/Big_Daddy_Kane;;1968-10-10;Antonio Hardy (born September 10, 1968), better known by his stage name Big Daddy Kane, is a Grammy Award-winning American rapper and actor who started his career in 1986 as a member of the rap collective the Juice Crew.;;;https://www.youtube.com/embed/2l2O-JOXG_I;Brooklyn;Bedford Stuyvesant;40.686695,-73.946079
Wu-Tang Clan;group;https://en.wikipedia.org/wiki/Wu-Tang_Clan;;;Wu-Tang Clan is an American hip hop group from New York City, originally composed of East Coast rappers RZA, GZA, Ol' Dirty Bastard, Method Man, Raekwon, Ghostface Killah, Inspectah Deck, U-God and Masta Killa.;;;https://www.youtube.com/embed/PBwAxmrE194;New York;Staten Island;40.614784,-74.094637
Inspectah Deck;"producer;rapper";https://en.wikipedia.org/wiki/Wu-Tang_Clan;;1970-07-06;Jason Hunter better known by his stage name Inspectah Deck, is an American rapper, producer, and member of the groups Wu-Tang Clan and Czarface.;;;https://www.youtube.com/embed/W-9e3hCvE28;Staten Island;;40.612005,-74.070152
GZA;rapper;https://en.wikipedia.org/wiki/GZA;;1966-08-22;Gary Grice (born August 22, 1966), better known by his stage names GZA and The Genius, is an American rapper and songwriter.;;;https://www.youtube.com/embed/ZiQoVv0FSKQ;New York;Brooklyn;40.641897,-74.01394
Lil B;"producer;rapper";https://en.wikipedia.org/wiki/Lil_B;;;Brandon Christopher McCartney (born August 17, 1989), professionally known as Lil B and as The BasedGod, is an American rapper from Berkeley, California.;;;https://www.youtube.com/embed/_Uj30xZWOLE?list=RDzr9y-yh8Xt8;Berkeley;;37.89589,-122.292421
LIM;rapper;https://en.wikipedia.org/wiki/LIM_(rapper);;;Salim Lakhdari (born in July, 1979 in Boulogne-Billancourt (Paris), France), more commonly known as LIM, is a French rapper and producer of Kabyle Algerian origin.;;;https://www.youtube.com/embed/3ncd4YkXmGw;Boulogne-Billancourt;Pont de Sèvres;48.829336,2.2322435
Ali;rapper;https://en.wikipedia.org/wiki/Ali_(French_rapper);;;Ali, originally Daddy Ali (born in 1975 at Issy-les-Moulineaux, France) is a French rapper of Moroccan origin.;;;https://www.youtube.com/embed/wUOUw7Obrq0;Issy-les-Moulineaux;;48.823889,2.27
Ice Cube;rapper;https://en.wikipedia.org/wiki/Ice_Cube;;;O'Shea Jackson Sr. (born June 15, 1969), known professionally as Ice Cube, is an American rapper, songwriter, record producer, actor and filmmaker.;;;https://www.youtube.com/embed/h4UqMyldS7Q;Los Angeles;Compton;33.9367515,-118.3135802
Ludacris;rapper;https://en.wikipedia.org/wiki/Ludacris;1998;1977-09-11;"Christopher Brian ""Chris"" Bridges (born September 11, 1977), better known by his stage name Ludacris, is an American hip hop recording artist and actor from College Park Atlanta (Georgia).";;;https://www.youtube.com/embed/m0r5ObE8gFY;Atlanta;College Park;33.65484,-84.453453
T.I.;"rapper;singer";https://en.wikipedia.org/wiki/T.I.;;;Clifford Joseph Harris Jr. (born September 25, 1980), better known by his stage names T.I. and Tip (stylized as TIP), is an American rapper and actor from Atlanta, Georgia.;;;https://www.youtube.com/embed/tBOXxR5PHP8;Atlanta;;33.770165,-84.461894
Paul Wall;rapper;https://en.wikipedia.org/wiki/Paul_Wall;1998;1981-03-11;Paul Michael Slayton (born March 11, 1981), better known by his stage name Paul Wall, is an American rapper from Houston, Texas. He is affiliated with Swishahouse Records.;;;https://www.youtube.com/embed/SfPLcQhXpCc;Houston;;29.881719,-95.555588
