,Title,Album,Artist,Release_Date,City,State,County,Country,Lyrics
6108,Go Get It,Dead Presidents 2,Cam’ron,2013-11-24,New York,[Hook:],"Told my city I got this, just give me a minute",I do...,
6109,Pure Honesty,Dead Presidents 2,Cam’ron,2013-11-24,New York,[Intro:],Let me get a lil delay,Nothing that crazy tho,Uh
6110,Vintage Jae,Dead Presidents 2,Cam’ron,2013-11-24,New York,[Intro:],Yea,Millzie,[Verse 1:]
6111,Riding Slow,Dead Presidents 2,Cam’ron,2013-11-24,New York,[Intro:],"I'm ridin slow, I'm ridin slow",Millzie!,I'm ridin ...
6112,God Bless The Child,Dead Presidents 2,Cam’ron,2013-11-24,New York,[Intro:],Father Millzie aka Millzie Wallhall,I'm the God an...,
6113,I Gotta Eat,Dead Presidents 2,Cam’ron,2013-11-24,New York,[Verse 1: Fred The Godson],"Fred, know how we all cake – bri...",,
6114,It's You,Dead Presidents 2,Cam’ron,2013-11-24,New York,[Intro],Ladies and gentlemen,I go by the name of Jae Millz,...
6115,Let The Top Down,Dead Presidents 2,Cam’ron,2013-11-24,New York,[Intro:],Beautiful music for a beautiful woman,She make me...,
6116,She Baddd,Dead Presidents 2,Cam’ron,2013-11-24,New York,[Verse 1:],Can I hit it in the morning? Let me start yo day...,,
6117,Presidents Represent Me (365),Dead Presidents 2,Cam’ron,2013-11-24,New York,[Intro:],I'm out for presidents to represent me,Smoke somet...,
6118,Fuck Around,Dead Presidents 2,Cam’ron,2013-11-24,New York,[Intro:],"Fuck around, fuck fuck around","Fuck around, fuck fu...",
6119,Creating A Rhyme Assignment,Science Genius: A Legend Begins,GZA,2013-03-21,New York,"First, students will watch the PBS NewsHour report “Songs i...",,,
6120,Beat Library,Science Genius: A Legend Begins,GZA,2013-03-21,New York,4th Chamber – Wu-Tang Clan,'93 Till Infinity – Souls of Mi...,,
6121,Press Coverage,Science Genius: A Legend Begins,GZA,2013-03-21,New York,PBS Rundown,ABC News,New York Times,CNN Blog
6122,Participating Schools,Science Genius: A Legend Begins,GZA,2013-03-21,New York,Bronx Compass,Ellis Preparatory Academy,The Marie Curie S...,
6123,Reproduction Rap (Teaser Bars),Science Genius: A Legend Begins,GZA,2013-03-21,New York,[Verse 1 - Ryan Rivera],When a man and woman make love in ...,,
6124,Topics for Competition,Science Genius: A Legend Begins,GZA,2013-03-21,New York,This is the official list of topics for the Science Genius ...,,,
6125,Park East Teacher Testimonial,Science Genius: A Legend Begins,GZA,2013-03-21,New York,This school year I had the opportunity to teach one 9th gra...,,,
6126,Rich Gang,Who You Mad At? Me Or Yourself?,Waka Flocka Flame,2013-06-24,New York,[Hook],"Rich Gang nigga, Rich Gang nigga","Rich Gang nigga, Ri...",
6127,"""Violent fighting to come again!""",THE GHOST~POP TAPE,JPEGMAFIA,2013-10-22,New York,Violent fighting to come again,As a year flew by from the e...,,
6128,Behold! A Pale Horse,THE GHOST~POP TAPE,JPEGMAFIA,2013-10-22,New York,[Intro],In the eye,You know,[Verse 1]
6129,HBK,THE GHOST~POP TAPE,JPEGMAFIA,2013-10-22,New York,[Intro],Oh my Shawn..,[Verse 1],You think I'm hot
6130,Ballad of A Poor Man,THE GHOST~POP TAPE,JPEGMAFIA,2013-10-22,New York,[Intro],"""Yea I know""",[Verse 1],March 2nd I was cursed
6131,Savages,PA2: The Director's Cut,Pharoahe Monch,2013-11-09,New York,[Verse 1: Slaine],"I smell like American money, filled with ...",,
6132,Parental Discretion,PA2: The Director's Cut,Pharoahe Monch,2013-11-09,New York,[Verse 1],I was one of them shorties your mother shot about...,,
6133,R U Gonna Eat That,PA2: The Director's Cut,Pharoahe Monch,2013-11-09,New York,[Verse 1: Matter Ov Fact],"Yo, Matter Ov Fact and this honke...",,
6134,What They Say,PA2: The Director's Cut,Pharoahe Monch,2013-11-09,New York,[Verse 1: Kardinal Offishall],The cloth I’m cut from is a m...,,
6135,West Coast Love,PA2: The Director's Cut,Pharoahe Monch,2013-11-09,New York,[Verse 1: MC Eiht],"I’m here to regulate, like I was a milli...",,
6136,6 Trill,PA2: The Director's Cut,Pharoahe Monch,2013-11-09,New York,[Verse 1],Night falls in the aegis of real,I perfected mic ...,
6137,Can't Get Enough,PA2: The Director's Cut,Pharoahe Monch,2013-11-09,New York,[Verse 1: Big Twins],"I feel on top of the world, I’m never ...",,
6138,Sucka Free,PA2: The Director's Cut,Pharoahe Monch,2013-11-09,New York,[Hook: Hannibal Stax],"I don’t rock with you, you don’t rock...",,
6139,Drunken Sleuth,PA2: The Director's Cut,Pharoahe Monch,2013-11-09,New York,[Verse 1],"Was an ordinary day, sky was stormy very gray",The...,
6140,Glory (Finish Hard),PA2: The Director's Cut,Pharoahe Monch,2013-11-09,New York,[Intro: Masta Ace],"If you workin' on it, whatever you're do...",,
6141,G.U.R.U.,PA2: The Director's Cut,Pharoahe Monch,2013-11-09,New York,[Produced by Marco Polo],[Intro],I remember Bahamadia told...,
6142,Strange Brew,PA2: The Director's Cut,Pharoahe Monch,2013-11-09,New York,[Verse 1: Alchemist],Ayo we back from the dungeon for rap r...,,
6143,Astonishing,PA2: The Director's Cut,Pharoahe Monch,2013-11-09,New York,[Verse 1: Large Professor],Astonishing how I flip a mic and...,,
6144,Emergency Man,PA2: The Director's Cut,Pharoahe Monch,2013-11-09,New York,[Verse 1: KB iMean],"Uh oh, it’s an emergency, sound the ala...",,
6145,Underdogs,PA2: The Director's Cut,Pharoahe Monch,2013-11-09,New York,[Hook: Supastition & Shylow],We made a vow to spit truth wh...,,
6146,Earrings Off,PA2: The Director's Cut,Pharoahe Monch,2013-11-09,New York,[Intro],"See, cute time is over",I’m about to roll up my slee...,
6147,3-O-Clock,PA2: The Director's Cut,Pharoahe Monch,2013-11-09,New York,[Hook],Three o' clock in the morning,Dirty time to be in,Po...
6148,Wrong Girl,PA2: The Director's Cut,Pharoahe Monch,2013-11-09,New York,[Hook: Reggie B],Though I hate to see you leave,I even had ...,
6149,Intermission,PA2: The Director's Cut,Pharoahe Monch,2013-11-09,New York,"""Alright everyone, my name is Michael Rapaport, the origina...",,,
6150,Double eXXecution,Newport Authority 2,Pharoahe Monch,2013-10-21,New York,[Intro],"Yeah, real murder and shit",Double execution,What th...
6151,Gospel Rap,Newport Authority 2,Pharoahe Monch,2013-10-21,New York,[Intro Sample],I was parking my car the other day on Sutphi...,,
6152,Stand Up (Remix),Newport Authority 2,Pharoahe Monch,2013-10-21,New York,[Intro x2: Lil Fame],Stand up! (Stand up! Stand up! Stand u...,,
6153,What's Wrong,Newport Authority 2,Pharoahe Monch,2013-10-21,New York,[Verse 1: Rakim],"Yo, I can see the main problem, G",Your min...,
6154,Terrified,Newport Authority 2,Pharoahe Monch,2013-10-21,New York,[Verse 1: Big Gutta],"Drugs used to sell those, guns under m...",,
6155,Long & Winding Road,Newport Authority 2,Pharoahe Monch,2013-10-21,New York,[Hook],Long and winding road,[Verse 1: First Division],Ayo...
6156,Fame for President,Newport Authority 2,Pharoahe Monch,2013-10-21,New York,[Intro],It’s Lil’ Fame motherfucker,[Hook],I address the n...
6157,Nite & Day,Newport Authority 2,Pharoahe Monch,2013-10-21,New York,[Verse 1],Tell me this baller image that you make yourself,...,
6158,Unchained,Django Unchained (Original Motion Picture Soundtrack),2Pac,2013-12-18,New York,California,Marin,USA,[Chorus: 2Pac]
6159,Yaya,SCHOOL GIRL KINGPIN: THE DOUBLE SIDED MIXTAPE,Princess Nokia,2013-01-01,New York,New York,USA,(Intro),Guakia baba
6160,Senorita Cowboy,SCHOOL GIRL KINGPIN: THE DOUBLE SIDED MIXTAPE,Princess Nokia,2013-01-01,New York,New York,USA,[Verse 1]:,"Play fight, don’t you think I play nice?"
6161,Vicki Gotti,SCHOOL GIRL KINGPIN: THE DOUBLE SIDED MIXTAPE,Princess Nokia,2013-01-01,New York,New York,USA,"Damn, I look good",Lemme touch myself
6162,Boricua Samurai,SCHOOL GIRL KINGPIN: THE DOUBLE SIDED MIXTAPE,Princess Nokia,2013-01-01,New York,New York,USA,[Intro]:,"China doll, china white"
6163,Her Vice,Marci Beaucoup,Roc Marciano,2013-12-10,New York,She don't wear the same thing twice,Changing clothes is her...,,
6164,Touch the Sky,1st of the Month Vol 5,Cam’ron,2014-01-01,New York,[Intro: Cam'ron],Killa,Niggas try to show me and make histo...,
6165,The Fact That I'm Me,Who You Mad At? Me Or Yourself?,Maino,2013-06-24,New York,[Intro],You don't know the pain I feel when I see you smili...,,
6166,Arrowhead,The Anthology,Smoke DZA,2013-03-05,New York,[Verse 1: DA$H],Feeling higher than the dirt sitting on Zeu...,,
6167,Living For The City,New Jet City,Smoke DZA,2013-03-05,New York,[Verse],"Uh, peanut butter leather","Brown liquor, couple sips...",
6168,Episode 4: Jennifer,Dis Raps For Hire - Season 1,EpicLLOYD,2013-01-17,New York,"Check one, two! It's L back with some fresh Dis Raps for yo...",,,
6169,"Episode 7: Tyrance, William, Reshad",Dis Raps For Hire - Season 1,EpicLLOYD,2013-01-17,New York,You gutless boy wonders will buckle under the thunder,Of Di...,,
6170,Episode 10: Momma Metcalf,Dis Raps For Hire - Season 1,EpicLLOYD,2013-01-17,New York,"Yo get back, it's Momma Metcalf",So badass she fliped the sc...,,
6171,Episode 9: Joan,Dis Raps For Hire - Season 1,EpicLLOYD,2013-01-17,New York,"Bro, double L-O, comin' back to flow again",So this fellow c...,,
6172,Episode 6: James,Dis Raps For Hire - Season 1,EpicLLOYD,2013-01-17,New York,I grind Brit deadbeats to dead meat for pissin' around,It's...,,
6173,"Dare to Live, Truth Enola, Poison Pen, Third Eye Navigatorz, and Verbz Freestyle (Lost Freestyle Sessions Pt. 1)",Lost Freestyle Sessions Pt. 1,Pharoahe Monch,2013-01-05,New York,[Hook 1: Dare to Live],[?] the border,"All five boroughs, fi...",
6174,"Vice Verses, Dash, Toxic, Misseda Flow, and Yejide the Night Queen Freestyle (Lost Freestyle Sessions Pt. 1)",Lost Freestyle Sessions Pt. 1,Pharoahe Monch,2013-01-05,New York,[Intro: Vice Verses],"Uh, uh, uh.  Vice Verses.  Yeah, yeah,...",,
6175,Floor Seats With Young,Band Practice,Skyzoo,2013-02-15,New York,[Verse 1],Living better at the thought of living better,Liv...,
6176,Counting Until It Hurts,Penny Series Pt. 2,Skyzoo,2013-11-01,New York,Tryna be counting until it hurts tho,Hash tag we keeping th...,,
6177,In Love With Living,An Ode To Reasonable Doubt,Skyzoo,2013-01-29,New York,Verse 1:,While I'm watching everybody watching my 1-2,My sh...,
6178,Thinking You Can Hang,An Ode To Reasonable Doubt,Skyzoo,2013-01-29,New York,Mannerisms of a young Stringer Bell,The way I define quiet ...,,
6179,The Usual Politics,An Ode To Reasonable Doubt,Skyzoo,2013-01-29,New York,Verse 1:,"We used to catch them, skating thru the town, putt...",,
6180,The Hustle Never Sleeps,An Ode To Reasonable Doubt,Skyzoo,2013-01-29,New York,1st verse:,"Yo, I'm making short term goals when the weather...",,
6181,A Milli,F.M.L,Jharrel Jerome,2013-10-16,New York,Coming Soon...,            ,          ,        ...
6182,Social Network Girl,F.M.L,Jharrel Jerome,2013-10-16,New York,Coming Soon...,            ,          ,        ...
6183,Encore,F.M.L,Jharrel Jerome,2013-10-16,New York,Coming Soon...,            ,          ,        ...
6184,Papa (Skit 2),F.M.L,Jharrel Jerome,2013-10-16,New York,[Speech],(clears throat),"So, um...",Like—I know I'm not the...
6185,No Handz,F.M.L,Jharrel Jerome,2013-10-16,New York,Coming Soon...,            ,          ,        ...
6186,Syndrome Remix,Won't Drop The Ball,Mary J. Blige,2013-06-24,New York,Ohh,Ohhh,Ohhh,Ohh
6187,Pretty Flacko (Remix),LONG.LIVE.A$AP,A$AP Rocky,2013-01-01,New York,New York,Manhattan,USA,[Intro: A$AP Rocky]
6188,Long.Live.A$AP [Album Art],LONG.LIVE.A$AP,A$AP Rocky,2013-01-01,New York,New York,Manhattan,USA,...
6189,Pain,LONG.LIVE.A$AP,A$AP Rocky,2013-01-01,New York,New York,Manhattan,USA,[Intro]
6190,Max Julien,Who You Mad At? Me Or Yourself?,A$AP Rocky,2013-06-24,New York,New York,Manhattan,USA,[Intro: A$AP Rocky]
6191,Yeah Yeah,The Greatest Story Never Told 2: Bread And Circuses,Saigon,2013-03-22,New York,"OK Shu, what's up?","Yeah, yeah","Your boy Saigon I'm in here, ...",
6192,Rise of the Ghostface Killah,Twelve Reasons To Die,Ghostface Killah,2013-04-16,New York,New York,Richmond,USA,[Introduction: RZA]
6193,I Declare War,Twelve Reasons To Die,Ghostface Killah,2013-04-16,New York,New York,Richmond,USA,[Verse 1: Ghostface Killah]
6194,Rise of the Black Suits,Twelve Reasons To Die,Ghostface Killah,2013-04-16,New York,New York,Richmond,USA,[Verse 1]
6195,Murder Spree,Twelve Reasons To Die,Ghostface Killah,2013-04-16,New York,New York,Richmond,USA,[Verse 1: Ghostface Killah]
6196,The Center of Attraction,Twelve Reasons To Die,Ghostface Killah,2013-04-16,New York,New York,Richmond,USA,[Intro]
6197,Revenge Is Sweet,Twelve Reasons To Die,Ghostface Killah,2013-04-16,New York,New York,Richmond,USA,[Intro]
6198,Hell Yeah,Tha City,Robb Bank$,2013-10-01,New York,[Intro],Yeah you got to tip your hat to this one right here...,,
6199,Lonely People,Kool Herc: Fertile Crescent,Homeboy Sandman,2013-09-03,New York,[COMING SOON],            ,          ,        ...
6200,Moon,Kool Herc: Fertile Crescent,Homeboy Sandman,2013-09-03,New York,[Verse 1],"Yo, I thought I was in love last week",Turns out t...,
6201,My Brothers,Kool Herc: Fertile Crescent,Homeboy Sandman,2013-09-03,New York,Stop it,You’re socking yourself,That’s your pocket you robb...,
6202,Musician,All That I Hold Dear,Homeboy Sandman,2013-08-27,New York,[Intro: Homeboy Sandman],Yo,Dedicating this to,Young female...
6203,Phone Calls,Band Practice,Skyzoo,2013-02-15,New York,"On a winner's roll, for how the winners go","My life is a ""3 ...",,
6204,Grew Up on Kool-Aid,Band Practice,Skyzoo,2013-02-15,New York,[Verse 1],First of all I wann' thank my connect,Meaning I t...,
6205,Ticker Tape Parade,Band Practice,Skyzoo,2013-02-15,New York,"Better rides, new kicks, couple plans",Accessorized with too...,,
6206,First Thing Smoking,Penny Series Pt. 2,Skyzoo,2013-11-01,New York,Running them for as long as I can remember tho,I'm pop duke...,,
6207,Praying Against D'evils,An Ode To Reasonable Doubt,Skyzoo,2013-01-29,New York,1st verse:,"This shit is wicked on these mean streets, but a...",,
6208,The Feeling,An Ode To Reasonable Doubt,Skyzoo,2013-01-29,New York,1st verse:,"I keep it realer than most, I know you feel it",H...,
6209,Meeting The Presidents (Correct Version),An Ode To Reasonable Doubt,Skyzoo,2013-01-29,New York,Verse 1:,"Who wanna bet us that we don't touch lettuce, stac...",,
6210,Conversing On Coming Up,An Ode To Reasonable Doubt,Skyzoo,2013-01-29,New York,Skyzoo Verse:,I was the shorty on the block always watching...,,
6211,The Truth About Regrets,An Ode To Reasonable Doubt,Skyzoo,2013-01-29,New York,Verse 1:,I'm from where they throw it all from crack to opi...,,
6212,Indistinct,Tha City,Robb Bank$,2013-10-01,New York,[Hook],You've got blue eyes,You've got green eyes,You've go...
6213,Scrub The Ground (Interlude),Tha City,Robb Bank$,2013-10-01,New York,[Skit],Oh Yeah,God i hope she suck my dick tonight,Oh Yeah
6214,Boogie Man,F.M.L,Jharrel Jerome,2013-10-16,New York,[Intro],Yeah—uh!,SlimJayy!,Haha—Uh!
6215,Get Ready,F.M.L,Jharrel Jerome,2013-10-16,New York,[Intro],F-M-L,[Verse 1],Spittin' flows like a genius
6216,F.M.L. (Feel My Lyrics),F.M.L,Jharrel Jerome,2013-10-16,New York,Coming Soon...,            ,          ,        ...
6217,Moonlight Sonata,F.M.L,Jharrel Jerome,2013-10-16,New York,Coming Soon...,            ,          ,        ...
6218,XXL Freshman Freestyle: Action Bronson,Freshman Freestyles (Class of 2013),Action Bronson,2013-06-21,New York,New York,Queens,USA,"Winter time, the Beamer color Danny Glovers neck"
6219,Live From Kissena Blvd,Who You Mad At? Me Or Yourself?,Action Bronson,2013-06-24,New York,New York,Queens,USA,(Hook)
6220,Morey Boogie Boards,Adrift,Action Bronson,2013-05-02,New York,New York,Queens,USA,[Intro]
6221,Bad News,Radio Los Santos [GTA V],Action Bronson,2013-09-17,New York,New York,Queens,USA,[Intro: Action Bronson]
6222,November Rain,XXL Freshman 2013 Mixtape,Action Bronson,2013-05-01,New York,New York,Queens,USA,"Smoke wax, hat low like a marine"
6223,Compliments To The Chef,Underground Airplay 2: The New York Renaissance,Action Bronson,2013-06-02,New York,New York,Queens,USA,[Verse 1: Action Bronson]
6224,Remember The Time,New York: A Love Story,Mack Wilds,2013-01-17,New York,[Produced by Havoc & Salaam Remi],[Verse 1],Do you remembe...,
6225,Wild Things,New York: A Love Story,Mack Wilds,2013-01-17,New York,[Produced by Salaam Remi],[Intro: Mack Wilds],Yo! You read...,
6226,A New York Love Story,New York: A Love Story,Mack Wilds,2013-01-17,New York,[verse],"I guess you're sitting there in wonder, love",Guess ...,
6227,MaGic!!!,New York: A Love Story,Mack Wilds,2013-01-17,New York,[verse],"Baby, you could be the healer",You could be the cure...,
6228,Duck Sauce,New York: A Love Story,Mack Wilds,2013-01-17,New York,[verse],The beginning of a heat rock,Money to the treetops,...
6229,Love To a Diplomat,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Intro: Cam'ron],I had to tell her I don't care,"Can't lie, ...",
6230,Do Sumthin (Suge Knight Diss),Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Verse 1],"I know Big, looking down on me",If he was still he...,
6231,Boom Bap Riddim,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,(We're the best),Gangsta for life,And the sea of Chengay t...,
6232,Don't Make Me Do It,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Intro: DJ Khaled],"Funk Flex, it's We the Best Music",Ayo Va...,
6233,Salamander,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Mac Miller],Put your hands up if you feel like you a salam...,,
6234,House Gang,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Hook],Me and you (we coming),Your mama and your cousin too...,
6235,Trap Lords,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Verse 1 : Bodega Bamz],I used to stand on the corner with ...,,
6236,Roll Deep,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Intro],"Yeah, that's it, you found it",My nigga Victor gon' ...,
6237,Money Talks,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Intro: Funk Flex],"Funk Flex, Fab",{You are now listening to...,
6238,Liquor & Drugs,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Hook:],Bring the liquor and the drugs nigga,Tell money I'm...,
6239,Niggaz 4 Life,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Intro: Smoke DZA] (Pete Rock),DZA! RFC! (Smoke 'em),Funk F...,
6240,Bump That Bass,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Verse 1],"Yes, yes, fresh in the flesh",I'm the best dressed...,
6241,Live From Kissena Blvd,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,(Hook),Ayo I represents Queens,"Yea, you already know, come ...",
6242,Maine On Fire,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Verse 1: J.Cole],"Maine on fire, my empire be higher",Than a...,
6243,The Trillest,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Intro],"If they wanna go to war, well let's take 'em to war...",,
6244,In And Out,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Intro: Jadakiss],Yeah yeah yeah yeah.... I just wanna know...,,
6245,Shit We On,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Hook],"That Purp I'm on, lean I'm on, hen I'm on",Type of sh...,
6246,Let the Blunt Go,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Intro: Funk Flex],"Funk Flex, Chris Brown",Who you mad at? M...,
6247,Shake It,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Intro: Future],"Oh yeah, oh yeah, oh yeah, oh yeah","Shake, s...",
6248,Wipe It Up,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Hook],They think I'm crazy,They don't wanna see me at all,...
6249,Hotbox,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Intro],Ride for my niggas on site,Ride for my niggas on si...,
6250,Ya'll Ain't,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Intro],I don’t know what it is,I ain’t even been here,This...
6251,Who You Mad At?,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Intro: Styles P] + (Funk Flex),My niggas say murder I'mma ...,,
6252,Pray,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Produced by DJ RellyRell],[Verse One: Emilio Rojas],One t...,
6253,Victorious,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Hook],"If I'm winning, the whole team winning, see?",If I'm ...,
6254,I Came,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Intro: Reek Da Villian] (Vado),(HUH!!!) Yeah! Reek Da Vill...,,
6255,Conan,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Verse 1: Chris Webby],Sufferin succotash this motherfucker...,,
6256,The Fact That I'm Me,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Intro],You don't know the pain I feel when I see you smili...,,
6257,X Marks The Spot,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Verse 1: Pete Powerz],"Powerz the barbarian, swinging axe",I...,
6258,The Latest,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Bridge: J Doe],Make’em hoes stop and stick,Cuz I be in the...,
6259,No Lackin,Supa Savage,Mary J. Blige,2013-06-24,New York,[Intro],Got all these bands this money im stackin',My Squad...,
6260,All About You,Fly International Luxurious Art,Mary J. Blige,2013-06-24,New York,[Intro],[Hook: Estelle],This is the wrong time - but I wis...,
6261,Lost Boyz,White Christmas 2,Troy Ave,2013-12-24,New York,New York,Kings,USA,[Intro: Troy Ave]
6262,I Got You,BSB Vol. 3,Troy Ave,2013-01-06,New York,New York,Kings,USA,[Intro]
6263,Pain,Roland Collins,Troy Ave,2013-01-06,New York,New York,Kings,USA,[Intro]
6264,Don't Forget,Roland Collins,Troy Ave,2013-01-06,New York,New York,Kings,USA,[Intro]
6265,Hot Boy,Roland Collins,Troy Ave,2013-01-06,New York,New York,Kings,USA,[Intro]
6266,April Showers,April Showers,Troy Ave,2013-01-06,New York,New York,Kings,USA,[Intro:]
6267,Brooklyn Shit,White Christmas 2,Troy Ave,2013-12-24,New York,New York,Kings,USA,[Intro]
6268,Do It,White Christmas 2,Troy Ave,2013-12-24,New York,New York,Kings,USA,[Verse One Troy Ave]
6269,Go,The Anthology,Smoke DZA,2013-03-05,New York,[Verse 1: Hodgy Beats],A fan will spot me like a fuckin' gi...,,
6270,Journey,The Keynote Speaker,U-God,2013-07-23,New York,[Verse 1: U-God],"When it comes to this rap shit, not a stra...",,
6271,Fire,The Keynote Speaker,U-God,2013-07-23,New York,[Intro: Scotty Wotty],George Peppard,[Verse 1: Scotty Wott...,
6272,Skyscraper,The Keynote Speaker,U-God,2013-07-23,New York,Intro:,Skyscrapers (x3),[Verse 1],"Watch how I swing 'em, p..."
6273,Be Right There,The Keynote Speaker,U-God,2013-07-23,New York,[Hook],Just call me up I'll be right there,Money folding up...,
6274,Zilla,The Keynote Speaker,U-God,2013-07-23,New York,[Chorus: sample (U-God)],"Run, run, run, but you sure can't ...",,
6275,Heavyweight,The Keynote Speaker,U-God,2013-07-23,New York,[Verse 1],"Man I'm a giant, call em entertainer",Biggest in t...,
6276,Heads Up,The Keynote Speaker,U-God,2013-07-23,New York,[Intro: Scotty Wotty],"Yeah, we on a high stake game right n...",,
6277,Fame,The Keynote Speaker,U-God,2013-07-23,New York,[Intro],"You know it's all about (fame, fame)",You know it's ...,
6278,Blackbird,The Anthology,Smoke DZA,2013-03-05,New York,[Intro],"Bam Bam, Bronsolino",Closed Sessions,"Queens shit, Ch..."
6279,Break Ya Neck,The Anthology,Smoke DZA,2013-03-05,New York,[Produced by Thelonious Martin],[Verse 1: Hodgy Beats],I a...,
6280,Rock Like This,Season’s Change: Spring,Nature,2013-01-01,New York,(hook 2xs),When I rock like this,"Rappers start to panic, Ch...",
6281,Hard Work,Seasons Changed: Spring Edition,Nature,2013-01-01,New York,(Hook),"Uh, you don’t wanna fuck around with me",(keep it rea...,
6282,Flexin,Tha City,Robb Bank$,2013-10-01,New York,[Verse 1: NevaBitch],Got a big blunt of the ganja,2 phones ...,
6283,Eyes,Honor Roller,Nebu Kiniza,2013-01-28,New York,[Verse 1],"Push away the bad shit, getting all the good ene...",,
6284,BX We Invented Hip Hop,Tim Dog: Greatest Hits,Tim Dog,2013-10-27,New York,[Tim Dog Various Ad lib],[Verse one],I give a fuck about ...,
6285,Fear Of A Rap Planet,Tim Dog: Greatest Hits,Tim Dog,2013-10-27,New York,[Chorus],Fear of a rap planet x2,[Verse One],Shot rang o...
6286,BX Warrior,Tim Dog: Greatest Hits,Tim Dog,2013-10-27,New York,Chorus:,"He's a BX Warrior, warrior, warrior, warrior x4",I ...,
6287,Beware of the Stare,Twelve Reasons To Die,Ghostface Killah,2013-04-16,New York,New York,Richmond,USA,[Intro]
6288,Situationships,The Soul Tape 3,Fabolous,2013-12-25,New York,[Intro],"""You hate me? Keep on sayin that shit girl""","""Yeah, ...",
6289,Thim Slick,The Soul Tape 3,Fabolous,2013-12-25,New York,[Verse 1: Fabolous],"Sometimes I like slim, sometimes I like...",,
6290,The Hope,The Soul Tape 3,Fabolous,2013-12-25,New York,[Verse 1: Jadakiss],Yeah {You're now listening to AraabMUZI...,,
6291,Rich Gang,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Hook],"Rich Gang nigga, Rich Gang nigga","Rich Gang nigga, Ri...",
6292,Til The Sun Up,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Hook],"We gonn hustle till the sun up, Lord knows",I’m grind...,
6293,Flexed Up,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Hook],"They came to doubt us with my mess, and you the fool...",,
6294,Buy This Buy That,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Intro - Jae Millz],"Yo-yooo, Millz in this bitch",And he say...,
6295,Perfect Love,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,We got a perfect love together,Before the emotions with my ...,,
6296,Hit Em Up,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Verse 1],Gunpowder on my fingertips,Cocaine between my fin...,
6297,Think Of Me,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Verse 1],It's that D-O double 'Bino,"Nigga, how you livin'?...",
6298,The Homie,#ItsThaWorld EP,Mary J. Blige,2013-06-24,New York,[Intro],"I’ll say it, middle fingers in the air, at the mall...",,
6299,Max Julien,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,[Intro: A$AP Rocky],"Hello, it's the Mack, sit back and rela...",,
6300,Get Involved,Who You Mad At? Me Or Yourself?,Mary J. Blige,2013-06-24,New York,(1st Verse),"All I do is visit, yeah, I’m just stopping thro...",,
